
====================================================================================================
RELATORIO DE EXECUCAO DO FLUXO DE POTENCIA CONTINUADO (CONVERGENCIA)
SISTEMA: IEEE 39 BARRAS (NEW ENGLAND)
DATA: 20/11/2025 19:19:08
====================================================================================================

NUM.    STATUS          PASSO (LAMBDA)    CARGA TOTAL (MW)    CARGA TOTAL (Mvar)    TENSAO MIN (PU)
44      Convergente     1.0860            5748.13             1647.07               0.9820
45      Convergente     1.0880            5758.82             1654.22               0.9820
46      Convergente     1.0900            5769.52             1661.39               0.9820
47      Convergente     1.0920            5780.21             1668.57               0.9820
48      Convergente     1.0940            5790.91             1675.76               0.9820
49      Convergente     1.0960            5801.61             1682.97               0.9820
50      Convergente     1.0980            5812.31             1690.19               0.9820
51      Convergente     1.1000            5823.01             1697.42               0.9820
52      Convergente     1.1020            5833.71             1704.66               0.9820
53      Convergente     1.1040            5844.41             1711.91               0.9820
54      Convergente     1.1060            5855.11             1719.18               0.9820
55      Convergente     1.1080            5865.81             1726.46               0.9820
56      Convergente     1.1100            5876.51             1733.75               0.9820
57      Convergente     1.1120            5887.21             1741.06               0.9820
58      Convergente     1.1140            5897.92             1748.38               0.9820
59      Convergente     1.1160            5908.62             1755.71               0.9820
60      Convergente     1.1180            5919.32             1763.05               0.9820
61      Convergente     1.1200            5930.03             1770.41               0.9820
62      Convergente     1.1220            5940.73             1777.77               0.9820
63      Convergente     1.1240            5951.44             1785.15               0.9820
64      Convergente     1.1260            5962.14             1792.55               0.9820
65      Convergente     1.1280            5972.85             1799.95               0.9820
66      Convergente     1.1300            5983.56             1807.37               0.9820
67      Convergente     1.1320            5994.26             1814.80               0.9820
68      Convergente     1.1340            6004.97             1822.25               0.9820
69      Convergente     1.1360            6015.68             1829.71               0.9820
70      Convergente     1.1380            6026.39             1837.18               0.9820
71      Convergente     1.1400            6037.10             1844.66               0.9817
72      Convergente     1.1420            6047.81             1852.16               0.9815
73      Convergente     1.1440            6058.52             1859.66               0.9812
74      Convergente     1.1460            6069.23             1867.19               0.9810
75      Convergente     1.1480            6079.94             1874.72               0.9807
76      Convergente     1.1500            6090.65             1882.27               0.9805
77      Convergente     1.1520            6101.37             1889.83               0.9803
78      Convergente     1.1540            6112.08             1897.40               0.9800
79      Convergente     1.1560            6122.79             1904.99               0.9798
80      Convergente     1.1580            6133.51             1912.59               0.9795
81      Convergente     1.1600            6144.22             1920.21               0.9793
82      Convergente     1.1620            6154.94             1927.83               0.9790
83      Convergente     1.1640            6165.66             1935.47               0.9788
84      Convergente     1.1660            6176.37             1943.13               0.9785
85      Convergente     1.1680            6187.09             1950.79               0.9783
86      Convergente     1.1700            6197.81             1958.47               0.9780
87      Convergente     1.1720            6208.53             1966.16               0.9778
88      Convergente     1.1740            6219.24             1973.87               0.9775
89      Convergente     1.1760            6229.96             1981.59               0.9773
90      Convergente     1.1780            6240.68             1989.32               0.9770
91      Convergente     1.1800            6251.40             1997.07               0.9768
92      Convergente     1.1820            6262.12             2004.83               0.9765
93      Convergente     1.1840            6272.85             2012.60               0.9763
94      Convergente     1.1860            6283.57             2020.39               0.9760
95      Convergente     1.1880            6294.29             2028.19               0.9758
96      Convergente     1.1900            6305.01             2036.00               0.9755
97      Convergente     1.1920            6315.74             2043.83               0.9753
98      Convergente     1.1940            6326.46             2051.67               0.9750
99      Convergente     1.1960            6337.19             2059.53               0.9747
100     Convergente     1.1980            6347.91             2067.39               0.9745
101     Convergente     1.2000            6358.64             2075.28               0.9742
102     Convergente     1.2020            6369.37             2083.17               0.9740
103     Convergente     1.2040            6380.09             2091.08               0.9737
104     Convergente     1.2060            6390.82             2099.01               0.9735
105     Convergente     1.2080            6401.55             2106.94               0.9732
106     Convergente     1.2100            6412.28             2114.89               0.9729
107     Convergente     1.2120            6423.01             2122.86               0.9727
108     Convergente     1.2140            6433.74             2130.84               0.9724
109     Convergente     1.2160            6444.47             2138.83               0.9722
110     Convergente     1.2180            6455.20             2146.84               0.9719
111     Convergente     1.2200            6465.93             2154.86               0.9717
112     Convergente     1.2220            6476.66             2162.89               0.9714
113     Convergente     1.2240            6487.40             2170.94               0.9711
114     Convergente     1.2260            6498.13             2179.00               0.9709
115     Convergente     1.2280            6508.86             2187.08               0.9706
116     Convergente     1.2300            6519.60             2195.17               0.9703
117     Convergente     1.2320            6530.33             2203.28               0.9701
118     Convergente     1.2340            6541.07             2211.40               0.9698
119     Convergente     1.2360            6551.81             2219.53               0.9696
120     Convergente     1.2380            6562.54             2227.68               0.9693
121     Convergente     1.2400            6573.28             2235.84               0.9690
122     Convergente     1.2420            6584.02             2244.02               0.9688
123     Convergente     1.2440            6594.76             2252.21               0.9685
124     Convergente     1.2460            6605.50             2260.42               0.9682
125     Convergente     1.2480            6616.24             2268.64               0.9680
126     Convergente     1.2500            6626.98             2276.87               0.9677
127     Convergente     1.2520            6637.72             2285.12               0.9674
128     Convergente     1.2540            6648.46             2293.38               0.9672
129     Convergente     1.2560            6659.20             2301.66               0.9669
130     Convergente     1.2580            6669.94             2309.96               0.9666
131     Convergente     1.2600            6680.69             2318.26               0.9664
132     Convergente     1.2620            6691.43             2326.59               0.9661
133     Convergente     1.2640            6702.18             2334.92               0.9658
134     Convergente     1.2660            6712.92             2343.27               0.9655
135     Convergente     1.2680            6723.67             2351.64               0.9653
136     Convergente     1.2700            6734.41             2360.02               0.9650
137     Convergente     1.2720            6745.16             2368.42               0.9647
138     Convergente     1.2740            6755.91             2376.83               0.9645
139     Convergente     1.2760            6766.66             2385.25               0.9642
140     Convergente     1.2780            6777.41             2393.70               0.9639
141     Convergente     1.2800            6788.16             2402.15               0.9636
142     Convergente     1.2820            6798.91             2410.62               0.9634
143     Convergente     1.2840            6809.66             2419.11               0.9631
144     Convergente     1.2860            6820.41             2427.61               0.9628
145     Convergente     1.2880            6831.16             2436.13               0.9625
146     Convergente     1.2900            6841.91             2444.66               0.9623
147     Convergente     1.2920            6852.67             2453.20               0.9620
148     Convergente     1.2940            6863.42             2461.77               0.9617
149     Convergente     1.2960            6874.17             2470.34               0.9614
150     Convergente     1.2980            6884.93             2478.94               0.9611
151     Convergente     1.3000            6895.68             2487.54               0.9609
152     Convergente     1.3020            6906.44             2496.17               0.9606
153     Convergente     1.3040            6917.20             2504.81               0.9603
154     Convergente     1.3060            6927.96             2513.46               0.9600
155     Convergente     1.3080            6938.71             2522.13               0.9597
156     Convergente     1.3100            6949.47             2530.82               0.9595
157     Convergente     1.3120            6960.23             2539.52               0.9592
158     Convergente     1.3140            6970.99             2548.23               0.9589
159     Convergente     1.3160            6981.75             2556.97               0.9586
160     Convergente     1.3180            6992.51             2565.71               0.9583
161     Convergente     1.3200            7003.28             2574.48               0.9580
162     Convergente     1.3220            7014.04             2583.26               0.9578
163     Convergente     1.3240            7024.80             2592.05               0.9575
164     Convergente     1.3260            7035.57             2600.86               0.9572
165     Convergente     1.3280            7046.33             2609.69               0.9569
166     Convergente     1.3300            7057.10             2618.53               0.9566
167     Convergente     1.3320            7067.86             2627.39               0.9563
168     Convergente     1.3340            7078.63             2636.27               0.9560
169     Convergente     1.3360            7089.40             2645.16               0.9558
170     Convergente     1.3380            7100.16             2654.07               0.9555
171     Convergente     1.3400            7110.93             2662.99               0.9552
172     Convergente     1.3420            7121.70             2671.93               0.9549
173     Convergente     1.3440            7132.47             2680.89               0.9546
174     Convergente     1.3460            7143.24             2689.86               0.9543
175     Convergente     1.3480            7154.01             2698.85               0.9540
176     Convergente     1.3500            7164.78             2707.85               0.9537
177     Convergente     1.3520            7175.56             2716.87               0.9534
178     Convergente     1.3540            7186.33             2725.91               0.9531
179     Convergente     1.3560            7197.10             2734.97               0.9528
180     Convergente     1.3580            7207.88             2744.04               0.9525
181     Convergente     1.3600            7218.65             2753.13               0.9522
182     Convergente     1.3620            7229.43             2762.23               0.9520
183     Convergente     1.3640            7240.21             2771.35               0.9517
184     Convergente     1.3660            7250.98             2780.49               0.9514
185     Convergente     1.3680            7261.76             2789.64               0.9511
186     Convergente     1.3700            7272.54             2798.82               0.9508
187     Convergente     1.3720            7283.32             2808.00               0.9505
188     Convergente     1.3740            7294.10             2817.21               0.9502
189     Convergente     1.3760            7304.88             2826.43               0.9499
190     Convergente     1.3780            7315.66             2835.67               0.9496
191     Convergente     1.3800            7326.44             2844.93               0.9493
192     Convergente     1.3820            7337.23             2854.20               0.9490
193     Convergente     1.3840            7348.01             2863.49               0.9487
194     Convergente     1.3860            7358.79             2872.80               0.9484
195     Convergente     1.3880            7369.58             2882.12               0.9481
196     Convergente     1.3900            7380.36             2891.47               0.9478
197     Convergente     1.3920            7391.15             2900.83               0.9474
198     Convergente     1.3940            7401.94             2910.20               0.9471
199     Convergente     1.3960            7412.72             2919.60               0.9468
200     Convergente     1.3980            7423.51             2929.01               0.9465
201     Convergente     1.4000            7434.30             2938.44               0.9462
202     Convergente     1.4020            7445.09             2947.89               0.9459
203     Convergente     1.4040            7455.88             2957.35               0.9456
204     Convergente     1.4060            7466.67             2966.83               0.9453
205     Convergente     1.4080            7477.46             2976.33               0.9450
206     Convergente     1.4100            7488.26             2985.85               0.9447
207     Convergente     1.4120            7499.05             2995.39               0.9444
208     Convergente     1.4140            7509.84             3004.94               0.9441
209     Convergente     1.4160            7520.64             3014.51               0.9437
210     Convergente     1.4180            7531.43             3024.10               0.9434
211     Convergente     1.4200            7542.23             3033.71               0.9431
212     Convergente     1.4220            7553.03             3043.34               0.9428
213     Convergente     1.4240            7563.82             3052.98               0.9425
214     Convergente     1.4260            7574.62             3062.65               0.9422
215     Convergente     1.4280            7585.42             3072.33               0.9419
216     Convergente     1.4300            7596.22             3082.03               0.9415
217     Convergente     1.4320            7607.02             3091.74               0.9412
218     Convergente     1.4340            7617.82             3101.48               0.9409
219     Convergente     1.4360            7628.62             3111.23               0.9406
220     Convergente     1.4380            7639.43             3121.01               0.9403
221     Convergente     1.4400            7650.23             3130.80               0.9399
222     Convergente     1.4420            7661.03             3140.61               0.9396
223     Convergente     1.4440            7671.84             3150.44               0.9393
224     Convergente     1.4460            7682.64             3160.29               0.9390
225     Convergente     1.4480            7693.45             3170.16               0.9387
226     Convergente     1.4500            7704.26             3180.04               0.9383
227     Convergente     1.4520            7715.07             3189.95               0.9380
228     Convergente     1.4540            7725.87             3199.87               0.9377
229     Convergente     1.4560            7736.68             3209.81               0.9374
230     Convergente     1.4580            7747.49             3219.78               0.9370
231     Convergente     1.4600            7758.30             3229.76               0.9367
232     Convergente     1.4620            7769.12             3239.76               0.9364
233     Convergente     1.4640            7779.93             3249.78               0.9361
234     Convergente     1.4660            7790.74             3259.82               0.9357
235     Convergente     1.4680            7801.56             3269.88               0.9354
236     Convergente     1.4700            7812.37             3279.96               0.9351
237     Convergente     1.4720            7823.19             3290.06               0.9347
238     Convergente     1.4740            7834.00             3300.17               0.9344
239     Convergente     1.4760            7844.82             3310.31               0.9341
240     Convergente     1.4780            7855.64             3320.47               0.9337
241     Convergente     1.4800            7866.46             3330.65               0.9334
242     Convergente     1.4820            7877.28             3340.84               0.9331
243     Convergente     1.4840            7888.10             3351.06               0.9327
244     Convergente     1.4860            7898.92             3361.30               0.9324
245     Convergente     1.4880            7909.74             3371.56               0.9321
246     Convergente     1.4900            7920.56             3381.83               0.9317
247     Convergente     1.4920            7931.39             3392.13               0.9314
248     Convergente     1.4940            7942.21             3402.45               0.9311
249     Convergente     1.4960            7953.04             3412.79               0.9307
250     Convergente     1.4980            7963.86             3423.15               0.9304
251     Convergente     1.5000            7974.69             3433.53               0.9300
252     Convergente     1.5020            7985.52             3443.93               0.9297
253     Convergente     1.5040            7996.34             3454.35               0.9293
254     Convergente     1.5060            8007.17             3464.90               0.9290
255     Convergente     1.5080            8018.00             3476.21               0.9287
256     Convergente     1.5100            8028.83             3487.54               0.9283
257     Convergente     1.5120            8039.67             3498.90               0.9280
258     Convergente     1.5140            8050.50             3510.28               0.9276
259     Convergente     1.5160            8061.33             3521.68               0.9273
260     Convergente     1.5180            8072.17             3533.11               0.9269
261     Convergente     1.5200            8083.00             3544.56               0.9266
262     Convergente     1.5220            8093.84             3556.03               0.9262
263     Convergente     1.5240            8104.67             3567.53               0.9259
264     Convergente     1.5260            8115.51             3579.05               0.9255
265     Convergente     1.5280            8126.35             3590.59               0.9252
266     Convergente     1.5300            8137.19             3602.16               0.9248
267     Convergente     1.5320            8148.03             3613.75               0.9245
268     Convergente     1.5340            8158.87             3625.36               0.9241
269     Convergente     1.5360            8169.71             3637.00               0.9238
270     Convergente     1.5380            8180.55             3648.66               0.9234
271     Convergente     1.5400            8191.40             3660.35               0.9230
272     Convergente     1.5420            8202.24             3672.06               0.9227
273     Convergente     1.5440            8213.09             3683.79               0.9223
274     Convergente     1.5460            8223.93             3695.55               0.9220
275     Convergente     1.5480            8234.78             3707.33               0.9216
276     Convergente     1.5500            8245.63             3719.14               0.9212
277     Convergente     1.5520            8256.48             3730.97               0.9209
278     Convergente     1.5540            8267.33             3742.82               0.9205
279     Convergente     1.5560            8278.18             3754.71               0.9202
280     Convergente     1.5580            8289.03             3766.61               0.9198
281     Convergente     1.5600            8299.88             3778.54               0.9194
282     Convergente     1.5620            8310.74             3790.50               0.9191
283     Convergente     1.5640            8321.59             3802.48               0.9187
284     Convergente     1.5660            8332.44             3814.48               0.9183
285     Convergente     1.5680            8343.30             3826.52               0.9179
286     Convergente     1.5700            8354.16             3838.57               0.9176
287     Convergente     1.5720            8365.02             3850.66               0.9172
288     Convergente     1.5740            8375.87             3862.76               0.9168
289     Convergente     1.5760            8386.73             3874.90               0.9165
290     Convergente     1.5780            8397.59             3887.06               0.9161
291     Convergente     1.5800            8408.46             3899.24               0.9157
292     Convergente     1.5820            8419.32             3911.45               0.9153
293     Convergente     1.5840            8430.18             3923.69               0.9150
294     Convergente     1.5860            8441.05             3935.96               0.9146
295     Convergente     1.5880            8451.91             3948.25               0.9142
296     Convergente     1.5900            8462.78             3960.56               0.9138
297     Convergente     1.5920            8473.65             3972.91               0.9134
298     Convergente     1.5940            8484.51             3985.28               0.9131
299     Convergente     1.5960            8495.38             3997.68               0.9127
300     Convergente     1.5980            8506.25             4010.10               0.9123
301     Convergente     1.6000            8517.12             4022.55               0.9119
302     Convergente     1.6020            8528.00             4035.03               0.9115
303     Convergente     1.6040            8538.87             4047.54               0.9111
304     Convergente     1.6060            8549.74             4060.07               0.9108
305     Convergente     1.6080            8560.62             4072.63               0.9104
306     Convergente     1.6100            8571.49             4085.22               0.9100
307     Convergente     1.6120            8582.37             4097.84               0.9096
308     Convergente     1.6140            8593.25             4110.48               0.9092
309     Convergente     1.6160            8604.13             4123.15               0.9088
310     Convergente     1.6180            8615.01             4135.85               0.9084
311     Convergente     1.6200            8625.89             4148.58               0.9080
312     Convergente     1.6220            8636.77             4161.34               0.9076
313     Convergente     1.6240            8647.65             4174.12               0.9072
314     Convergente     1.6260            8658.54             4186.94               0.9068
315     Convergente     1.6280            8669.42             4199.78               0.9064
316     Convergente     1.6300            8680.31             4212.65               0.9060
317     Convergente     1.6320            8691.20             4225.56               0.9056
318     Convergente     1.6340            8702.08             4238.49               0.9052
319     Convergente     1.6360            8712.97             4251.45               0.9048
320     Convergente     1.6380            8723.86             4264.44               0.9044
321     Convergente     1.6400            8734.75             4277.45               0.9040
322     Convergente     1.6420            8745.65             4290.50               0.9035
323     Convergente     1.6440            8756.54             4303.58               0.9031
324     Convergente     1.6460            8767.43             4316.69               0.9027
325     Convergente     1.6480            8778.33             4329.83               0.9023
326     Convergente     1.6500            8789.23             4343.00               0.9019
327     Convergente     1.6520            8800.12             4356.20               0.9015
328     Convergente     1.6540            8811.02             4369.43               0.9011
329     Convergente     1.6560            8821.92             4382.69               0.9006
330     Convergente     1.6580            8832.82             4395.98               0.9002
331     Convergente     1.6600            8843.73             4409.30               0.8998
332     Convergente     1.6620            8854.63             4422.66               0.8994
333     Convergente     1.6640            8865.53             4436.04               0.8989
334     Convergente     1.6660            8876.44             4449.46               0.8985
335     Convergente     1.6680            8887.34             4462.91               0.8981
336     Convergente     1.6700            8898.25             4476.39               0.8977
337     Convergente     1.6720            8909.16             4489.90               0.8972
338     Convergente     1.6740            8920.07             4503.45               0.8968
339     Convergente     1.6760            8930.98             4517.02               0.8964
340     Convergente     1.6780            8941.89             4530.63               0.8959
341     Convergente     1.6800            8952.81             4544.27               0.8955
342     Convergente     1.6820            8963.72             4557.95               0.8951
343     Convergente     1.6840            8974.64             4571.66               0.8946
344     Convergente     1.6860            8985.55             4585.40               0.8942
345     Convergente     1.6880            8996.47             4599.17               0.8938
346     Convergente     1.6900            9007.39             4612.98               0.8933
347     Convergente     1.6920            9018.31             4626.82               0.8929
348     Convergente     1.6940            9029.23             4640.70               0.8924
349     Convergente     1.6960            9040.15             4654.61               0.8920
350     Convergente     1.6980            9051.08             4668.55               0.8916
351     Convergente     1.7000            9062.00             4682.53               0.8911
352     Convergente     1.7020            9072.93             4696.54               0.8907
353     Convergente     1.7040            9083.86             4710.59               0.8902
354     Convergente     1.7060            9094.78             4724.67               0.8898
355     Convergente     1.7080            9105.71             4738.79               0.8893
356     Convergente     1.7100            9116.65             4752.95               0.8889
357     Convergente     1.7120            9127.58             4767.13               0.8884
358     Convergente     1.7140            9138.51             4781.36               0.8879
359     Convergente     1.7160            9149.45             4795.62               0.8875
360     Convergente     1.7180            9160.38             4809.92               0.8870
361     Convergente     1.7200            9171.32             4824.25               0.8866
362     Convergente     1.7220            9182.26             4838.62               0.8861
363     Convergente     1.7240            9193.20             4853.03               0.8856
364     Convergente     1.7260            9204.14             4867.47               0.8852
365     Convergente     1.7280            9215.08             4881.95               0.8847
366     Convergente     1.7300            9226.03             4896.47               0.8842
367     Convergente     1.7320            9236.97             4911.03               0.8838
368     Convergente     1.7340            9247.92             4925.62               0.8833
369     Convergente     1.7360            9258.86             4940.25               0.8828
370     Convergente     1.7380            9269.81             4954.92               0.8823
371     Convergente     1.7400            9280.76             4969.63               0.8819
372     Convergente     1.7420            9291.72             4984.38               0.8814
373     Convergente     1.7440            9302.67             4999.17               0.8809
374     Convergente     1.7460            9313.62             5014.00               0.8804
375     Convergente     1.7480            9324.58             5028.86               0.8799
376     Convergente     1.7500            9335.54             5043.77               0.8795
377     Convergente     1.7520            9346.49             5058.71               0.8790
378     Convergente     1.7540            9357.45             5073.70               0.8785
379     Convergente     1.7560            9368.41             5088.73               0.8780
380     Convergente     1.7580            9379.38             5103.79               0.8775
381     Convergente     1.7600            9390.34             5118.90               0.8770
382     Convergente     1.7620            9401.31             5134.05               0.8765
383     Convergente     1.7640            9412.27             5149.24               0.8760
384     Convergente     1.7660            9423.24             5164.48               0.8755
385     Convergente     1.7680            9434.21             5179.75               0.8750
386     Convergente     1.7700            9445.18             5195.07               0.8745
387     Convergente     1.7720            9456.16             5210.43               0.8740
388     Convergente     1.7740            9467.13             5225.83               0.8735
389     Convergente     1.7760            9478.11             5241.28               0.8730
390     Convergente     1.7780            9489.08             5256.77               0.8725
391     Convergente     1.7800            9500.06             5272.31               0.8720
392     Convergente     1.7820            9511.04             5287.89               0.8715
393     Convergente     1.7840            9522.02             5303.51               0.8710
394     Convergente     1.7860            9533.01             5319.18               0.8705
395     Convergente     1.7880            9543.99             5334.89               0.8699
396     Convergente     1.7900            9554.98             5350.65               0.8694
397     Convergente     1.7920            9565.97             5366.45               0.8689
398     Convergente     1.7940            9576.95             5382.30               0.8684
399     Convergente     1.7960            9587.95             5398.20               0.8678
400     Convergente     1.7980            9598.94             5414.14               0.8673
401     Convergente     1.8000            9609.93             5430.13               0.8668
402     Convergente     1.8020            9620.93             5446.17               0.8663
403     Convergente     1.8040            9631.93             5462.25               0.8657
404     Convergente     1.8060            9642.92             5478.39               0.8652
405     Convergente     1.8080            9653.93             5494.57               0.8646
406     Convergente     1.8100            9664.93             5510.80               0.8641
407     Convergente     1.8120            9675.93             5527.08               0.8636
408     Convergente     1.8140            9686.94             5543.41               0.8630
409     Convergente     1.8160            9697.94             5559.79               0.8625
410     Convergente     1.8180            9708.95             5576.22               0.8619
411     Convergente     1.8200            9719.96             5592.70               0.8614
412     Convergente     1.8220            9730.98             5609.23               0.8608
413     Convergente     1.8240            9741.99             5625.81               0.8603
414     Convergente     1.8260            9753.01             5642.45               0.8597
415     Convergente     1.8280            9764.02             5659.14               0.8591
416     Convergente     1.8300            9775.04             5675.88               0.8586
417     Convergente     1.8320            9786.07             5692.67               0.8580
418     Convergente     1.8340            9797.09             5709.52               0.8574
419     Convergente     1.8360            9808.11             5726.42               0.8569
420     Convergente     1.8380            9819.14             5743.37               0.8563
421     Convergente     1.8400            9830.17             5760.39               0.8557
422     Convergente     1.8420            9841.20             5777.45               0.8552
423     Convergente     1.8440            9852.23             5794.57               0.8546
424     Convergente     1.8460            9863.27             5811.75               0.8540
425     Convergente     1.8480            9874.30             5828.99               0.8534
426     Convergente     1.8500            9885.34             5846.28               0.8528
427     Convergente     1.8520            9896.38             5863.63               0.8522
428     Convergente     1.8540            9907.42             5881.04               0.8516
429     Convergente     1.8560            9918.46             5898.50               0.8510
430     Convergente     1.8580            9929.51             5916.03               0.8504
431     Convergente     1.8600            9940.56             5933.62               0.8498
432     Convergente     1.8620            9951.61             5951.27               0.8492
433     Convergente     1.8640            9962.66             5968.97               0.8486
434     Convergente     1.8660            9973.71             5986.74               0.8480
435     Convergente     1.8680            9984.77             6004.58               0.8474
436     Convergente     1.8700            9995.83             6022.47               0.8468
437     Convergente     1.8720            10006.89            6040.43               0.8462
438     Convergente     1.8740            10017.95            6058.45               0.8456
439     Convergente     1.8760            10029.01            6076.54               0.8449
440     Convergente     1.8780            10040.08            6094.69               0.8443
441     Convergente     1.8800            10051.15            6112.91               0.8437
442     Convergente     1.8820            10062.22            6131.19               0.8431
443     Convergente     1.8840            10073.29            6149.54               0.8424
444     Convergente     1.8860            10084.37            6167.96               0.8418
445     Convergente     1.8880            10095.45            6186.45               0.8411
446     Convergente     1.8900            10106.53            6205.01               0.8405
447     Convergente     1.8920            10117.61            6223.63               0.8398
448     Convergente     1.8940            10128.69            6242.33               0.8392
449     Convergente     1.8960            10139.78            6261.10               0.8385
450     Convergente     1.8980            10150.87            6279.94               0.8379
451     Convergente     1.9000            10161.96            6298.85               0.8372
452     Convergente     1.9020            10173.06            6317.84               0.8366
453     Convergente     1.9040            10184.15            6336.90               0.8359
454     Convergente     1.9060            10195.25            6356.04               0.8352
455     Convergente     1.9080            10206.35            6375.26               0.8345
456     Convergente     1.9100            10217.46            6394.55               0.8339
457     Convergente     1.9120            10228.56            6413.92               0.8332
458     Convergente     1.9140            10239.67            6433.36               0.8325
459     Convergente     1.9160            10250.78            6452.89               0.8318
460     Convergente     1.9180            10261.90            6472.50               0.8311
461     Convergente     1.9200            10273.02            6492.19               0.8304
462     Convergente     1.9220            10284.14            6511.96               0.8297
463     Convergente     1.9240            10295.26            6531.81               0.8290
464     Convergente     1.9260            10306.38            6551.75               0.8283
465     Convergente     1.9280            10317.51            6571.78               0.8276
466     Convergente     1.9300            10328.64            6591.89               0.8268
467     Convergente     1.9320            10339.78            6612.09               0.8261
468     Convergente     1.9340            10350.91            6632.38               0.8254
469     Convergente     1.9360            10362.05            6652.76               0.8247
470     Convergente     1.9380            10373.19            6673.23               0.8239
471     Convergente     1.9400            10384.34            6693.79               0.8232
472     Convergente     1.9420            10395.49            6714.45               0.8224
473     Convergente     1.9440            10406.64            6735.20               0.8217
474     Convergente     1.9460            10417.79            6756.05               0.8209
475     Convergente     1.9480            10428.95            6776.99               0.8202
476     Convergente     1.9500            10440.11            6798.03               0.8194
477     Convergente     1.9520            10451.28            6819.18               0.8186
478     Convergente     1.9540            10462.44            6840.42               0.8179
479     Convergente     1.9560            10473.62            6861.77               0.8171
480     Convergente     1.9580            10484.79            6883.22               0.8163
481     Convergente     1.9600            10495.97            6904.78               0.8155
482     Convergente     1.9620            10507.15            6926.45               0.8147
483     Convergente     1.9640            10518.33            6948.22               0.8139
484     Convergente     1.9660            10529.52            6970.11               0.8131
485     Convergente     1.9680            10540.71            6992.11               0.8123
486     Convergente     1.9700            10551.91            7014.22               0.8115
487     Convergente     1.9720            10563.11            7036.46               0.8106
488     Convergente     1.9740            10574.31            7058.80               0.8098
489     Convergente     1.9760            10585.52            7081.27               0.8090
490     Convergente     1.9780            10596.73            7103.86               0.8081
491     Convergente     1.9800            10607.94            7126.58               0.8073
492     Convergente     1.9820            10619.16            7149.42               0.8064
493     Convergente     1.9840            10630.38            7172.39               0.8056
494     Convergente     1.9860            10641.61            7195.49               0.8047
495     Convergente     1.9880            10652.84            7218.72               0.8038
496     Convergente     1.9900            10664.07            7242.09               0.8029
497     Convergente     1.9920            10675.31            7265.60               0.8021
498     Convergente     1.9940            10686.56            7289.25               0.8012
499     Convergente     1.9960            10697.81            7313.04               0.8002
500     Convergente     1.9980            10709.06            7336.97               0.7993
501     Convergente     2.0000            10720.32            7361.06               0.7984
502     Convergente     2.0020            10731.58            7385.30               0.7975
503     Convergente     2.0040            10742.85            7409.69               0.7966
504     Convergente     2.0060            10754.12            7434.24               0.7956
