
====================================================================================================
RELATORIO DE EXECUCAO DO FLUXO DE POTENCIA CONTINUADO (CONVERGENCIA)
SISTEMA: IEEE 14 BARRAS
DATA: 20/11/2025 19:16:34
====================================================================================================

NUM.    STATUS          PASSO (LAMBDA)    CARGA TOTAL (MW)    CARGA TOTAL (Mvar)    TENSAO MIN (PU)
96      Convergente     1.1900            301.79              102.32                1.0100
97      Convergente     1.1920            302.34              102.70                1.0100
98      Convergente     1.1940            302.88              103.08                1.0100
99      Convergente     1.1960            303.43              103.46                1.0100
100     Convergente     1.1980            303.98              103.84                1.0100
101     Convergente     1.2000            304.52              104.22                1.0100
102     Convergente     1.2020            305.07              104.60                1.0100
103     Convergente     1.2040            305.61              104.98                1.0100
104     Convergente     1.2060            306.16              105.37                1.0100
105     Convergente     1.2080            306.70              105.75                1.0100
106     Convergente     1.2100            307.25              106.13                1.0100
107     Convergente     1.2120            307.80              106.52                1.0100
108     Convergente     1.2140            308.34              106.90                1.0100
109     Convergente     1.2160            308.89              107.29                1.0100
110     Convergente     1.2180            309.44              107.67                1.0100
111     Convergente     1.2200            309.98              108.06                1.0100
112     Convergente     1.2220            310.53              108.45                1.0100
113     Convergente     1.2240            311.08              108.83                1.0100
114     Convergente     1.2260            311.62              109.22                1.0100
115     Convergente     1.2280            312.17              109.61                1.0100
116     Convergente     1.2300            312.72              110.00                1.0100
117     Convergente     1.2320            313.27              110.39                1.0100
118     Convergente     1.2340            313.82              110.78                1.0100
119     Convergente     1.2360            314.36              111.17                1.0100
120     Convergente     1.2380            314.91              111.56                1.0100
121     Convergente     1.2400            315.46              111.95                1.0100
122     Convergente     1.2420            316.01              112.34                1.0100
123     Convergente     1.2440            316.56              112.73                1.0100
124     Convergente     1.2460            317.11              113.12                1.0100
125     Convergente     1.2480            317.66              113.52                1.0100
126     Convergente     1.2500            318.20              113.94                1.0100
127     Convergente     1.2520            318.75              114.37                1.0100
128     Convergente     1.2540            319.30              114.81                1.0099
129     Convergente     1.2560            319.85              115.24                1.0098
130     Convergente     1.2580            320.40              115.67                1.0098
131     Convergente     1.2600            320.95              116.10                1.0097
132     Convergente     1.2620            321.50              116.54                1.0096
133     Convergente     1.2640            322.05              116.97                1.0096
134     Convergente     1.2660            322.60              117.40                1.0095
135     Convergente     1.2680            323.15              117.84                1.0094
136     Convergente     1.2700            323.70              118.27                1.0094
137     Convergente     1.2720            324.26              118.71                1.0093
138     Convergente     1.2740            324.81              119.14                1.0092
139     Convergente     1.2760            325.36              119.58                1.0092
140     Convergente     1.2780            325.91              120.02                1.0091
141     Convergente     1.2800            326.46              120.45                1.0090
142     Convergente     1.2820            327.01              120.89                1.0090
143     Convergente     1.2840            327.56              121.33                1.0089
144     Convergente     1.2860            328.12              121.77                1.0088
145     Convergente     1.2880            328.67              122.21                1.0088
146     Convergente     1.2900            329.22              122.65                1.0087
147     Convergente     1.2920            329.77              123.09                1.0086
148     Convergente     1.2940            330.32              123.53                1.0086
149     Convergente     1.2960            330.88              123.97                1.0085
150     Convergente     1.2980            331.43              124.41                1.0084
151     Convergente     1.3000            331.98              124.85                1.0084
152     Convergente     1.3020            332.54              125.30                1.0083
153     Convergente     1.3040            333.09              125.74                1.0082
154     Convergente     1.3060            333.64              126.18                1.0082
155     Convergente     1.3080            334.20              126.63                1.0081
156     Convergente     1.3100            334.75              127.07                1.0080
157     Convergente     1.3120            335.30              127.51                1.0080
158     Convergente     1.3140            335.86              127.96                1.0079
159     Convergente     1.3160            336.41              128.41                1.0078
160     Convergente     1.3180            336.97              128.85                1.0078
161     Convergente     1.3200            337.52              129.30                1.0077
162     Convergente     1.3220            338.08              129.75                1.0076
163     Convergente     1.3240            338.63              130.19                1.0076
164     Convergente     1.3260            339.19              130.64                1.0075
165     Convergente     1.3280            339.74              131.09                1.0074
166     Convergente     1.3300            340.30              131.54                1.0074
167     Convergente     1.3320            340.85              131.99                1.0073
168     Convergente     1.3340            341.41              132.44                1.0072
169     Convergente     1.3360            341.96              132.89                1.0072
170     Convergente     1.3380            342.52              133.34                1.0071
171     Convergente     1.3400            343.07              133.79                1.0070
172     Convergente     1.3420            343.63              134.25                1.0070
173     Convergente     1.3440            344.19              134.70                1.0069
174     Convergente     1.3460            344.74              135.15                1.0068
175     Convergente     1.3480            345.30              135.61                1.0068
176     Convergente     1.3500            345.86              136.06                1.0067
177     Convergente     1.3520            346.41              136.51                1.0066
178     Convergente     1.3540            346.97              136.97                1.0066
179     Convergente     1.3560            347.53              137.43                1.0065
180     Convergente     1.3580            348.09              137.88                1.0064
181     Convergente     1.3600            348.64              138.34                1.0064
182     Convergente     1.3620            349.20              138.79                1.0063
183     Convergente     1.3640            349.76              139.25                1.0062
184     Convergente     1.3660            350.32              139.71                1.0061
185     Convergente     1.3680            350.88              140.17                1.0061
186     Convergente     1.3700            351.43              140.63                1.0060
187     Convergente     1.3720            351.99              141.09                1.0059
188     Convergente     1.3740            352.55              141.55                1.0059
189     Convergente     1.3760            353.11              142.01                1.0058
190     Convergente     1.3780            353.67              142.47                1.0057
191     Convergente     1.3800            354.23              142.93                1.0057
192     Convergente     1.3820            354.79              143.39                1.0056
193     Convergente     1.3840            355.35              143.85                1.0055
194     Convergente     1.3860            355.91              144.32                1.0055
195     Convergente     1.3880            356.47              144.78                1.0054
196     Convergente     1.3900            357.03              145.25                1.0053
197     Convergente     1.3920            357.59              145.71                1.0053
198     Convergente     1.3940            358.15              146.17                1.0052
199     Convergente     1.3960            358.71              146.64                1.0051
200     Convergente     1.3980            359.27              147.11                1.0050
201     Convergente     1.4000            359.83              147.57                1.0050
202     Convergente     1.4020            360.39              148.04                1.0049
203     Convergente     1.4040            360.95              148.51                1.0048
204     Convergente     1.4060            361.51              148.97                1.0048
205     Convergente     1.4080            362.08              149.44                1.0047
206     Convergente     1.4100            362.64              149.91                1.0046
207     Convergente     1.4120            363.20              150.38                1.0046
208     Convergente     1.4140            363.76              150.85                1.0045
209     Convergente     1.4160            364.32              151.32                1.0044
210     Convergente     1.4180            364.89              151.79                1.0043
211     Convergente     1.4200            365.45              152.26                1.0043
212     Convergente     1.4220            366.01              152.74                1.0042
213     Convergente     1.4240            366.57              153.21                1.0041
214     Convergente     1.4260            367.14              153.68                1.0041
215     Convergente     1.4280            367.70              154.15                1.0040
216     Convergente     1.4300            368.26              154.63                1.0039
217     Convergente     1.4320            368.83              155.10                1.0039
218     Convergente     1.4340            369.39              155.58                1.0038
219     Convergente     1.4360            369.95              156.05                1.0037
220     Convergente     1.4380            370.52              156.53                1.0036
221     Convergente     1.4400            371.08              157.01                1.0036
222     Convergente     1.4420            371.65              157.48                1.0035
223     Convergente     1.4440            372.21              157.96                1.0034
224     Convergente     1.4460            372.77              158.44                1.0034
225     Convergente     1.4480            373.34              158.92                1.0033
226     Convergente     1.4500            373.90              159.40                1.0032
227     Convergente     1.4520            374.47              159.88                1.0031
228     Convergente     1.4540            375.03              160.36                1.0031
229     Convergente     1.4560            375.60              160.84                1.0030
230     Convergente     1.4580            376.17              161.32                1.0029
231     Convergente     1.4600            376.73              161.80                1.0029
232     Convergente     1.4620            377.30              162.28                1.0028
233     Convergente     1.4640            377.86              162.76                1.0027
234     Convergente     1.4660            378.43              163.25                1.0026
235     Convergente     1.4680            379.00              163.73                1.0026
236     Convergente     1.4700            379.56              164.21                1.0025
237     Convergente     1.4720            380.13              164.70                1.0024
238     Convergente     1.4740            380.70              165.18                1.0024
239     Convergente     1.4760            381.26              165.67                1.0023
240     Convergente     1.4780            381.83              166.16                1.0022
241     Convergente     1.4800            382.40              166.64                1.0021
242     Convergente     1.4820            382.96              167.13                1.0021
243     Convergente     1.4840            383.53              167.62                1.0020
244     Convergente     1.4860            384.10              168.11                1.0019
245     Convergente     1.4880            384.67              168.59                1.0018
246     Convergente     1.4900            385.24              169.08                1.0018
247     Convergente     1.4920            385.80              169.57                1.0017
248     Convergente     1.4940            386.37              170.06                1.0016
249     Convergente     1.4960            386.94              170.55                1.0016
250     Convergente     1.4980            387.51              171.05                1.0015
251     Convergente     1.5000            388.08              171.54                1.0014
252     Convergente     1.5020            388.65              172.03                1.0013
253     Convergente     1.5040            389.22              172.52                1.0013
254     Convergente     1.5060            389.79              173.02                1.0012
255     Convergente     1.5080            390.36              173.51                1.0011
256     Convergente     1.5100            390.93              174.01                1.0010
257     Convergente     1.5120            391.50              174.50                1.0010
258     Convergente     1.5140            392.07              175.00                1.0009
259     Convergente     1.5160            392.64              175.49                1.0008
260     Convergente     1.5180            393.21              175.99                1.0007
261     Convergente     1.5200            393.78              176.49                1.0007
262     Convergente     1.5220            394.35              176.98                1.0006
263     Convergente     1.5240            394.92              177.48                1.0005
264     Convergente     1.5260            395.49              177.98                1.0005
265     Convergente     1.5280            396.06              178.48                1.0004
266     Convergente     1.5300            396.64              178.98                1.0003
267     Convergente     1.5320            397.21              179.48                1.0002
268     Convergente     1.5340            397.78              179.98                1.0002
269     Convergente     1.5360            398.35              180.48                1.0001
270     Convergente     1.5380            398.92              180.98                1.0000
271     Convergente     1.5400            399.50              181.49                0.9999
272     Convergente     1.5420            400.07              181.99                0.9999
273     Convergente     1.5440            400.64              182.49                0.9998
274     Convergente     1.5460            401.21              183.00                0.9997
275     Convergente     1.5480            401.79              183.50                0.9996
276     Convergente     1.5500            402.36              184.01                0.9996
277     Convergente     1.5520            402.93              184.51                0.9995
278     Convergente     1.5540            403.51              185.02                0.9994
279     Convergente     1.5560            404.08              185.52                0.9993
280     Convergente     1.5580            404.66              186.03                0.9993
281     Convergente     1.5600            405.23              186.54                0.9992
282     Convergente     1.5620            405.80              187.05                0.9991
283     Convergente     1.5640            406.38              187.56                0.9990
284     Convergente     1.5660            406.95              188.06                0.9990
285     Convergente     1.5680            407.53              188.57                0.9989
286     Convergente     1.5700            408.10              189.09                0.9988
287     Convergente     1.5720            408.68              189.60                0.9987
288     Convergente     1.5740            409.25              190.11                0.9987
289     Convergente     1.5760            409.83              190.62                0.9986
290     Convergente     1.5780            410.40              191.13                0.9985
291     Convergente     1.5800            410.98              191.65                0.9984
292     Convergente     1.5820            411.56              192.16                0.9984
293     Convergente     1.5840            412.13              192.67                0.9983
294     Convergente     1.5860            412.71              193.19                0.9982
295     Convergente     1.5880            413.29              193.70                0.9981
296     Convergente     1.5900            413.86              194.22                0.9981
297     Convergente     1.5920            414.44              194.73                0.9980
298     Convergente     1.5940            415.02              195.25                0.9979
299     Convergente     1.5960            415.59              195.77                0.9978
300     Convergente     1.5980            416.17              196.29                0.9977
301     Convergente     1.6000            416.75              196.81                0.9977
302     Convergente     1.6020            417.33              197.32                0.9976
303     Convergente     1.6040            417.90              197.84                0.9975
304     Convergente     1.6060            418.48              198.36                0.9974
305     Convergente     1.6080            419.06              198.88                0.9974
306     Convergente     1.6100            419.64              199.41                0.9973
307     Convergente     1.6120            420.22              199.93                0.9972
308     Convergente     1.6140            420.80              200.45                0.9971
309     Convergente     1.6160            421.38              200.97                0.9971
310     Convergente     1.6180            421.96              201.50                0.9970
311     Convergente     1.6200            422.54              202.02                0.9969
312     Convergente     1.6220            423.11              202.54                0.9968
313     Convergente     1.6240            423.69              203.07                0.9967
314     Convergente     1.6260            424.27              203.60                0.9967
315     Convergente     1.6280            424.85              204.12                0.9966
316     Convergente     1.6300            425.43              204.65                0.9965
317     Convergente     1.6320            426.02              205.18                0.9964
318     Convergente     1.6340            426.60              205.70                0.9964
319     Convergente     1.6360            427.18              206.23                0.9963
320     Convergente     1.6380            427.76              206.76                0.9962
321     Convergente     1.6400            428.34              207.29                0.9961
322     Convergente     1.6420            428.92              207.82                0.9961
323     Convergente     1.6440            429.50              208.35                0.9960
324     Convergente     1.6460            430.08              208.88                0.9959
325     Convergente     1.6480            430.67              209.41                0.9958
326     Convergente     1.6500            431.25              209.95                0.9957
327     Convergente     1.6520            431.83              210.48                0.9957
328     Convergente     1.6540            432.41              211.01                0.9956
329     Convergente     1.6560            432.99              211.55                0.9955
330     Convergente     1.6580            433.58              212.08                0.9954
331     Convergente     1.6600            434.16              212.62                0.9953
332     Convergente     1.6620            434.74              213.15                0.9953
333     Convergente     1.6640            435.33              213.69                0.9952
334     Convergente     1.6660            435.91              214.22                0.9951
335     Convergente     1.6680            436.49              214.76                0.9950
336     Convergente     1.6700            437.08              215.30                0.9950
337     Convergente     1.6720            437.66              215.84                0.9949
338     Convergente     1.6740            438.25              216.38                0.9948
339     Convergente     1.6760            438.83              216.92                0.9947
340     Convergente     1.6780            439.42              217.46                0.9946
341     Convergente     1.6800            440.00              218.00                0.9946
342     Convergente     1.6820            440.59              218.54                0.9945
343     Convergente     1.6840            441.17              219.08                0.9944
344     Convergente     1.6860            441.76              219.62                0.9943
345     Convergente     1.6880            442.34              220.17                0.9942
346     Convergente     1.6900            442.93              220.71                0.9941
347     Convergente     1.6920            443.51              221.25                0.9940
348     Convergente     1.6940            444.10              221.80                0.9939
349     Convergente     1.6960            444.69              222.34                0.9938
350     Convergente     1.6980            445.27              222.89                0.9936
351     Convergente     1.7000            445.86              223.44                0.9935
352     Convergente     1.7020            446.45              223.98                0.9934
353     Convergente     1.7040            447.03              224.53                0.9932
354     Convergente     1.7060            447.62              225.08                0.9931
355     Convergente     1.7080            448.21              225.63                0.9930
356     Convergente     1.7100            448.79              226.18                0.9928
357     Convergente     1.7120            449.38              226.73                0.9927
358     Convergente     1.7140            449.97              227.28                0.9926
359     Convergente     1.7160            450.56              227.83                0.9925
360     Convergente     1.7180            451.15              228.38                0.9923
361     Convergente     1.7200            451.73              228.93                0.9922
362     Convergente     1.7220            452.32              229.48                0.9921
363     Convergente     1.7240            452.91              230.04                0.9919
364     Convergente     1.7260            453.50              230.59                0.9918
365     Convergente     1.7280            454.09              231.15                0.9917
366     Convergente     1.7300            454.68              231.70                0.9915
367     Convergente     1.7320            455.27              232.26                0.9914
368     Convergente     1.7340            455.86              232.81                0.9913
369     Convergente     1.7360            456.45              233.37                0.9911
370     Convergente     1.7380            457.04              233.93                0.9910
371     Convergente     1.7400            457.63              234.48                0.9909
372     Convergente     1.7420            458.22              235.04                0.9908
373     Convergente     1.7440            458.81              235.60                0.9906
374     Convergente     1.7460            459.40              236.16                0.9905
375     Convergente     1.7480            459.99              236.72                0.9904
376     Convergente     1.7500            460.58              237.28                0.9902
377     Convergente     1.7520            461.18              237.84                0.9901
378     Convergente     1.7540            461.77              238.41                0.9900
379     Convergente     1.7560            462.36              238.97                0.9898
380     Convergente     1.7580            462.95              239.53                0.9897
381     Convergente     1.7600            463.54              240.10                0.9896
382     Convergente     1.7620            464.14              240.66                0.9894
383     Convergente     1.7640            464.73              241.23                0.9893
384     Convergente     1.7660            465.32              241.79                0.9892
385     Convergente     1.7680            465.91              242.36                0.9890
386     Convergente     1.7700            466.51              242.92                0.9889
387     Convergente     1.7720            467.10              243.49                0.9888
388     Convergente     1.7740            467.69              244.06                0.9886
389     Convergente     1.7760            468.29              244.63                0.9885
390     Convergente     1.7780            468.88              245.20                0.9884
391     Convergente     1.7800            469.48              245.77                0.9882
392     Convergente     1.7820            470.07              246.34                0.9881
393     Convergente     1.7840            470.67              246.91                0.9880
394     Convergente     1.7860            471.26              247.48                0.9878
395     Convergente     1.7880            471.86              248.05                0.9877
396     Convergente     1.7900            472.45              248.62                0.9876
397     Convergente     1.7920            473.05              249.20                0.9874
398     Convergente     1.7940            473.64              249.77                0.9873
399     Convergente     1.7960            474.24              250.35                0.9872
400     Convergente     1.7980            474.83              250.92                0.9870
401     Convergente     1.8000            475.43              251.50                0.9869
402     Convergente     1.8020            476.03              252.07                0.9868
403     Convergente     1.8040            476.62              252.65                0.9866
404     Convergente     1.8060            477.22              253.23                0.9865
405     Convergente     1.8080            477.82              253.81                0.9864
406     Convergente     1.8100            478.41              254.39                0.9862
407     Convergente     1.8120            479.01              254.96                0.9861
408     Convergente     1.8140            479.61              255.54                0.9860
409     Convergente     1.8160            480.20              256.13                0.9858
410     Convergente     1.8180            480.80              256.71                0.9857
411     Convergente     1.8200            481.40              257.29                0.9856
412     Convergente     1.8220            482.00              257.87                0.9854
413     Convergente     1.8240            482.60              258.45                0.9853
414     Convergente     1.8260            483.20              259.04                0.9852
415     Convergente     1.8280            483.80              259.62                0.9850
416     Convergente     1.8300            484.39              260.21                0.9849
417     Convergente     1.8320            484.99              260.79                0.9848
418     Convergente     1.8340            485.59              261.38                0.9846
419     Convergente     1.8360            486.19              261.96                0.9845
420     Convergente     1.8380            486.79              262.55                0.9844
421     Convergente     1.8400            487.39              263.14                0.9842
422     Convergente     1.8420            487.99              263.73                0.9841
423     Convergente     1.8440            488.59              264.32                0.9840
424     Convergente     1.8460            489.19              264.91                0.9838
425     Convergente     1.8480            489.79              265.50                0.9837
426     Convergente     1.8500            490.40              266.09                0.9836
427     Convergente     1.8520            491.00              266.68                0.9834
428     Convergente     1.8540            491.60              267.27                0.9833
429     Convergente     1.8560            492.20              267.87                0.9832
430     Convergente     1.8580            492.80              268.46                0.9830
431     Convergente     1.8600            493.40              269.05                0.9829
432     Convergente     1.8620            494.01              269.65                0.9827
433     Convergente     1.8640            494.61              270.24                0.9826
434     Convergente     1.8660            495.21              270.84                0.9825
435     Convergente     1.8680            495.81              271.44                0.9823
436     Convergente     1.8700            496.42              272.03                0.9822
437     Convergente     1.8720            497.02              272.63                0.9821
438     Convergente     1.8740            497.62              273.23                0.9819
439     Convergente     1.8760            498.23              273.83                0.9818
440     Convergente     1.8780            498.83              274.43                0.9817
441     Convergente     1.8800            499.43              275.03                0.9815
442     Convergente     1.8820            500.04              275.63                0.9814
443     Convergente     1.8840            500.64              276.23                0.9812
444     Convergente     1.8860            501.25              276.83                0.9811
445     Convergente     1.8880            501.85              277.44                0.9810
446     Convergente     1.8900            502.46              278.04                0.9808
447     Convergente     1.8920            503.06              278.64                0.9807
448     Convergente     1.8940            503.67              279.25                0.9806
449     Convergente     1.8960            504.27              279.85                0.9804
450     Convergente     1.8980            504.88              280.46                0.9803
451     Convergente     1.9000            505.49              281.07                0.9802
452     Convergente     1.9020            506.09              281.67                0.9800
453     Convergente     1.9040            506.70              282.28                0.9799
454     Convergente     1.9060            507.31              282.89                0.9797
455     Convergente     1.9080            507.91              283.50                0.9796
456     Convergente     1.9100            508.52              284.11                0.9795
457     Convergente     1.9120            509.13              284.72                0.9793
458     Convergente     1.9140            509.73              285.33                0.9792
459     Convergente     1.9160            510.34              285.94                0.9791
460     Convergente     1.9180            510.95              286.56                0.9789
461     Convergente     1.9200            511.56              287.17                0.9788
462     Convergente     1.9220            512.17              287.78                0.9786
463     Convergente     1.9240            512.78              288.40                0.9785
464     Convergente     1.9260            513.38              289.01                0.9784
465     Convergente     1.9280            513.99              289.63                0.9782
466     Convergente     1.9300            514.60              290.24                0.9781
467     Convergente     1.9320            515.21              290.86                0.9780
468     Convergente     1.9340            515.82              291.48                0.9778
469     Convergente     1.9360            516.43              292.10                0.9777
470     Convergente     1.9380            517.04              292.72                0.9775
471     Convergente     1.9400            517.65              293.33                0.9774
472     Convergente     1.9420            518.26              293.95                0.9773
473     Convergente     1.9440            518.87              294.58                0.9771
474     Convergente     1.9460            519.48              295.20                0.9770
475     Convergente     1.9480            520.09              295.82                0.9768
476     Convergente     1.9500            520.71              296.44                0.9767
477     Convergente     1.9520            521.32              297.07                0.9766
478     Convergente     1.9540            521.93              297.69                0.9764
479     Convergente     1.9560            522.54              298.31                0.9763
480     Convergente     1.9580            523.15              298.94                0.9762
481     Convergente     1.9600            523.77              299.57                0.9760
482     Convergente     1.9620            524.38              300.19                0.9759
483     Convergente     1.9640            524.99              300.82                0.9757
484     Convergente     1.9660            525.60              301.45                0.9756
485     Convergente     1.9680            526.22              302.08                0.9755
486     Convergente     1.9700            526.83              302.71                0.9753
487     Convergente     1.9720            527.44              303.34                0.9752
488     Convergente     1.9740            528.06              303.97                0.9750
489     Convergente     1.9760            528.67              304.60                0.9749
490     Convergente     1.9780            529.29              305.23                0.9748
491     Convergente     1.9800            529.90              305.86                0.9746
492     Convergente     1.9820            530.52              306.50                0.9745
493     Convergente     1.9840            531.13              307.13                0.9743
494     Convergente     1.9860            531.75              307.77                0.9742
495     Convergente     1.9880            532.36              308.40                0.9741
496     Convergente     1.9900            532.98              309.04                0.9739
497     Convergente     1.9920            533.59              309.67                0.9738
498     Convergente     1.9940            534.21              310.31                0.9736
499     Convergente     1.9960            534.82              310.95                0.9735
500     Convergente     1.9980            535.44              311.59                0.9734
501     Convergente     2.0000            536.06              312.23                0.9732
502     Convergente     2.0020            536.67              312.87                0.9731
503     Convergente     2.0040            537.29              313.51                0.9729
504     Convergente     2.0060            537.91              314.15                0.9728
505     Convergente     2.0080            538.53              314.79                0.9727
506     Convergente     2.0100            539.14              315.44                0.9725
507     Convergente     2.0120            539.76              316.08                0.9724
508     Convergente     2.0140            540.38              316.72                0.9722
509     Convergente     2.0160            541.00              317.37                0.9721
510     Convergente     2.0180            541.62              318.01                0.9719
511     Convergente     2.0200            542.24              318.66                0.9718
512     Convergente     2.0220            542.85              319.31                0.9717
513     Convergente     2.0240            543.47              319.95                0.9715
514     Convergente     2.0260            544.09              320.60                0.9714
515     Convergente     2.0280            544.71              321.25                0.9712
516     Convergente     2.0300            545.33              321.90                0.9711
517     Convergente     2.0320            545.95              322.55                0.9710
518     Convergente     2.0340            546.57              323.20                0.9708
519     Convergente     2.0360            547.19              323.85                0.9707
520     Convergente     2.0380            547.82              324.51                0.9705
521     Convergente     2.0400            548.44              325.16                0.9704
522     Convergente     2.0420            549.06              325.81                0.9702
523     Convergente     2.0440            549.68              326.47                0.9701
524     Convergente     2.0460            550.30              327.12                0.9700
525     Convergente     2.0480            550.92              327.78                0.9698
526     Convergente     2.0500            551.54              328.43                0.9697
527     Convergente     2.0520            552.17              329.09                0.9695
528     Convergente     2.0540            552.79              329.75                0.9694
529     Convergente     2.0560            553.41              330.41                0.9692
530     Convergente     2.0580            554.04              331.07                0.9691
531     Convergente     2.0600            554.66              331.73                0.9690
532     Convergente     2.0620            555.28              332.39                0.9688
533     Convergente     2.0640            555.91              333.05                0.9687
534     Convergente     2.0660            556.53              333.71                0.9685
535     Convergente     2.0680            557.15              334.38                0.9684
536     Convergente     2.0700            557.78              335.04                0.9682
537     Convergente     2.0720            558.40              335.70                0.9681
538     Convergente     2.0740            559.03              336.37                0.9680
539     Convergente     2.0760            559.65              337.03                0.9678
540     Convergente     2.0780            560.28              337.70                0.9677
541     Convergente     2.0800            560.90              338.37                0.9675
542     Convergente     2.0820            561.53              339.03                0.9674
