
====================================================================================================
RELATORIO DE EXECUCAO DO FLUXO DE POTENCIA CONTINUADO (CONVERGENCIA)
SISTEMA: IEEE 30 BARRAS
DATA: 20/11/2025 15:01:03
====================================================================================================

NUM.    STATUS          PASSO (LAMBDA)    CARGA TOTAL (MW)    CARGA TOTAL (Mvar)    TENSAO MIN (PU)
78      Convergente     1.3850            232.45              131.27                0.9425
79      Convergente     1.3900            233.31              131.88                0.9423
80      Convergente     1.3950            234.17              132.48                0.9421
81      Convergente     1.4000            235.03              133.09                0.9418
82      Convergente     1.4050            235.89              133.70                0.9416
83      Convergente     1.4100            236.75              134.31                0.9413
84      Convergente     1.4150            237.61              134.92                0.9411
85      Convergente     1.4200            238.47              135.53                0.9409
86      Convergente     1.4250            239.34              136.14                0.9406
87      Convergente     1.4300            240.20              136.75                0.9404
88      Convergente     1.4350            241.06              137.37                0.9401
89      Convergente     1.4400            241.92              137.98                0.9399
90      Convergente     1.4450            242.78              138.59                0.9396
91      Convergente     1.4500            243.64              139.21                0.9394
92      Convergente     1.4550            244.50              139.82                0.9392
93      Convergente     1.4600            245.37              140.44                0.9389
94      Convergente     1.4650            246.23              141.05                0.9387
95      Convergente     1.4700            247.09              141.67                0.9384
96      Convergente     1.4750            247.95              142.29                0.9382
97      Convergente     1.4800            248.82              142.91                0.9379
98      Convergente     1.4850            249.68              143.52                0.9377
99      Convergente     1.4900            250.54              144.14                0.9374
100     Convergente     1.4950            251.41              144.76                0.9372
101     Convergente     1.5000            252.27              145.38                0.9370
102     Convergente     1.5050            253.13              146.01                0.9367
103     Convergente     1.5100            254.00              146.63                0.9365
104     Convergente     1.5150            254.86              147.25                0.9362
105     Convergente     1.5200            255.72              147.87                0.9360
106     Convergente     1.5250            256.59              148.50                0.9357
107     Convergente     1.5300            257.45              149.12                0.9355
108     Convergente     1.5350            258.32              149.75                0.9352
109     Convergente     1.5400            259.18              150.37                0.9350
110     Convergente     1.5450            260.05              151.00                0.9347
111     Convergente     1.5500            260.91              151.62                0.9345
112     Convergente     1.5550            261.78              152.25                0.9342
113     Convergente     1.5600            262.64              152.88                0.9340
114     Convergente     1.5650            263.51              153.51                0.9337
115     Convergente     1.5700            264.38              154.14                0.9335
116     Convergente     1.5750            265.24              154.77                0.9333
117     Convergente     1.5800            266.11              155.40                0.9330
118     Convergente     1.5850            266.97              156.03                0.9328
119     Convergente     1.5900            267.84              156.66                0.9325
120     Convergente     1.5950            268.71              157.30                0.9323
121     Convergente     1.6000            269.57              157.93                0.9320
122     Convergente     1.6050            270.44              158.56                0.9318
123     Convergente     1.6100            271.31              159.20                0.9315
124     Convergente     1.6150            272.18              159.83                0.9313
125     Convergente     1.6200            273.04              160.47                0.9310
126     Convergente     1.6250            273.91              161.10                0.9308
127     Convergente     1.6300            274.78              161.74                0.9305
128     Convergente     1.6350            275.65              162.38                0.9303
129     Convergente     1.6400            276.52              163.02                0.9300
130     Convergente     1.6450            277.39              163.66                0.9298
131     Convergente     1.6500            278.25              164.30                0.9295
132     Convergente     1.6550            279.12              164.94                0.9293
133     Convergente     1.6600            279.99              165.58                0.9290
134     Convergente     1.6650            280.86              166.22                0.9288
135     Convergente     1.6700            281.73              166.86                0.9285
136     Convergente     1.6750            282.60              167.51                0.9282
137     Convergente     1.6800            283.47              168.15                0.9280
138     Convergente     1.6850            284.34              168.80                0.9277
139     Convergente     1.6900            285.21              169.44                0.9275
140     Convergente     1.6950            286.08              170.09                0.9272
141     Convergente     1.7000            286.95              170.73                0.9270
142     Convergente     1.7050            287.82              171.38                0.9267
143     Convergente     1.7100            288.69              172.03                0.9265
144     Convergente     1.7150            289.57              172.68                0.9262
145     Convergente     1.7200            290.44              173.33                0.9260
146     Convergente     1.7250            291.31              173.98                0.9257
147     Convergente     1.7300            292.18              174.63                0.9255
148     Convergente     1.7350            293.05              175.28                0.9252
149     Convergente     1.7400            293.92              175.93                0.9250
150     Convergente     1.7450            294.80              176.58                0.9247
151     Convergente     1.7500            295.67              177.24                0.9244
152     Convergente     1.7550            296.54              177.89                0.9242
153     Convergente     1.7600            297.41              178.54                0.9239
154     Convergente     1.7650            298.29              179.20                0.9237
155     Convergente     1.7700            299.16              179.86                0.9234
156     Convergente     1.7750            300.03              180.51                0.9232
157     Convergente     1.7800            300.91              181.17                0.9229
158     Convergente     1.7850            301.78              181.83                0.9227
159     Convergente     1.7900            302.66              182.49                0.9224
160     Convergente     1.7950            303.53              183.15                0.9221
161     Convergente     1.8000            304.40              183.81                0.9219
162     Convergente     1.8050            305.28              184.47                0.9216
163     Convergente     1.8100            306.15              185.13                0.9214
164     Convergente     1.8150            307.03              185.79                0.9211
165     Convergente     1.8200            307.90              186.45                0.9209
166     Convergente     1.8250            308.78              187.12                0.9206
167     Convergente     1.8300            309.65              187.78                0.9203
168     Convergente     1.8350            310.53              188.45                0.9201
169     Convergente     1.8400            311.41              189.11                0.9198
170     Convergente     1.8450            312.28              189.78                0.9196
171     Convergente     1.8500            313.16              190.45                0.9193
172     Convergente     1.8550            314.04              191.11                0.9190
173     Convergente     1.8600            314.91              191.78                0.9188
174     Convergente     1.8650            315.79              192.45                0.9185
175     Convergente     1.8700            316.67              193.12                0.9183
176     Convergente     1.8750            317.54              193.79                0.9180
177     Convergente     1.8800            318.42              194.46                0.9177
178     Convergente     1.8850            319.30              195.14                0.9175
179     Convergente     1.8900            320.18              195.81                0.9172
180     Convergente     1.8950            321.06              196.48                0.9170
181     Convergente     1.9000            321.93              197.16                0.9167
182     Convergente     1.9050            322.81              197.83                0.9164
183     Convergente     1.9100            323.69              198.51                0.9162
184     Convergente     1.9150            324.57              199.18                0.9159
185     Convergente     1.9200            325.45              199.86                0.9157
186     Convergente     1.9250            326.33              200.54                0.9154
187     Convergente     1.9300            327.21              201.22                0.9151
188     Convergente     1.9350            328.09              201.90                0.9149
189     Convergente     1.9400            328.97              202.58                0.9146
190     Convergente     1.9450            329.85              203.26                0.9143
191     Convergente     1.9500            330.73              203.94                0.9141
192     Convergente     1.9550            331.61              204.62                0.9138
193     Convergente     1.9600            332.49              205.31                0.9136
194     Convergente     1.9650            333.37              205.99                0.9133
195     Convergente     1.9700            334.25              206.67                0.9130
196     Convergente     1.9750            335.13              207.36                0.9128
197     Convergente     1.9800            336.01              208.04                0.9125
198     Convergente     1.9850            336.90              208.73                0.9122
199     Convergente     1.9900            337.78              209.42                0.9120
200     Convergente     1.9950            338.66              210.11                0.9117
201     Convergente     2.0000            339.54              210.80                0.9114
202     Convergente     2.0050            340.43              211.49                0.9112
203     Convergente     2.0100            341.31              212.18                0.9109
204     Convergente     2.0150            342.19              212.87                0.9106
205     Convergente     2.0200            343.07              213.56                0.9104
206     Convergente     2.0250            343.96              214.25                0.9101
207     Convergente     2.0300            344.84              214.94                0.9098
208     Convergente     2.0350            345.73              215.64                0.9096
209     Convergente     2.0400            346.61              216.33                0.9093
210     Convergente     2.0450            347.49              217.03                0.9090
211     Convergente     2.0500            348.38              217.73                0.9088
212     Convergente     2.0550            349.26              218.42                0.9085
213     Convergente     2.0600            350.15              219.12                0.9082
214     Convergente     2.0650            351.03              219.82                0.9080
215     Convergente     2.0700            351.92              220.52                0.9077
216     Convergente     2.0750            352.80              221.22                0.9074
217     Convergente     2.0800            353.69              221.92                0.9072
218     Convergente     2.0850            354.58              222.62                0.9069
219     Convergente     2.0900            355.46              223.32                0.9066
220     Convergente     2.0950            356.35              224.03                0.9063
221     Convergente     2.1000            357.24              224.73                0.9061
222     Convergente     2.1050            358.12              225.44                0.9058
223     Convergente     2.1100            359.01              226.14                0.9055
224     Convergente     2.1150            359.90              226.85                0.9053
225     Convergente     2.1200            360.78              227.56                0.9050
226     Convergente     2.1250            361.67              228.26                0.9047
227     Convergente     2.1300            362.56              228.97                0.9044
228     Convergente     2.1350            363.45              229.68                0.9042
229     Convergente     2.1400            364.34              230.39                0.9039
230     Convergente     2.1450            365.22              231.10                0.9036
231     Convergente     2.1500            366.11              231.82                0.9034
232     Convergente     2.1550            367.00              232.53                0.9031
233     Convergente     2.1600            367.89              233.24                0.9028
234     Convergente     2.1650            368.78              233.96                0.9025
235     Convergente     2.1700            369.67              234.67                0.9023
236     Convergente     2.1750            370.56              235.39                0.9020
237     Convergente     2.1800            371.45              236.10                0.9017
238     Convergente     2.1850            372.34              236.82                0.9014
239     Convergente     2.1900            373.23              237.54                0.9012
240     Convergente     2.1950            374.12              238.26                0.9009
241     Convergente     2.2000            375.01              238.98                0.9006
242     Convergente     2.2050            375.90              239.70                0.9003
243     Convergente     2.2100            376.80              240.42                0.9001
244     Convergente     2.2150            377.69              241.14                0.8998
245     Convergente     2.2200            378.58              241.86                0.8995
246     Convergente     2.2250            379.47              242.59                0.8992
247     Convergente     2.2300            380.36              243.31                0.8990
248     Convergente     2.2350            381.26              244.04                0.8987
249     Convergente     2.2400            382.15              244.76                0.8984
250     Convergente     2.2450            383.04              245.49                0.8981
251     Convergente     2.2500            383.94              246.22                0.8979
252     Convergente     2.2550            384.83              246.95                0.8976
253     Convergente     2.2600            385.72              247.68                0.8973
254     Convergente     2.2650            386.62              248.41                0.8970
255     Convergente     2.2700            387.51              249.14                0.8967
256     Convergente     2.2750            388.41              249.87                0.8965
257     Convergente     2.2800            389.30              250.60                0.8962
258     Convergente     2.2850            390.20              251.34                0.8959
259     Convergente     2.2900            391.09              252.07                0.8956
260     Convergente     2.2950            391.99              252.81                0.8953
261     Convergente     2.3000            392.88              253.54                0.8951
262     Convergente     2.3050            393.78              254.28                0.8948
263     Convergente     2.3100            394.67              255.02                0.8945
264     Convergente     2.3150            395.57              255.76                0.8942
265     Convergente     2.3200            396.47              256.50                0.8939
266     Convergente     2.3250            397.36              257.24                0.8937
267     Convergente     2.3300            398.26              257.98                0.8934
268     Convergente     2.3350            399.16              258.72                0.8931
269     Convergente     2.3400            400.05              259.46                0.8928
270     Convergente     2.3450            400.95              260.21                0.8925
271     Convergente     2.3500            401.85              260.95                0.8922
272     Convergente     2.3550            402.75              261.70                0.8920
273     Convergente     2.3600            403.65              262.44                0.8917
274     Convergente     2.3650            404.55              263.19                0.8914
275     Convergente     2.3700            405.44              263.94                0.8911
276     Convergente     2.3750            406.34              264.69                0.8908
277     Convergente     2.3800            407.24              265.43                0.8905
278     Convergente     2.3850            408.14              266.19                0.8903
279     Convergente     2.3900            409.04              266.94                0.8900
280     Convergente     2.3950            409.94              267.69                0.8897
281     Convergente     2.4000            410.84              268.44                0.8894
282     Convergente     2.4050            411.74              269.20                0.8891
283     Convergente     2.4100            412.64              269.95                0.8888
284     Convergente     2.4150            413.55              270.71                0.8885
285     Convergente     2.4200            414.45              271.46                0.8883
286     Convergente     2.4250            415.35              272.22                0.8880
287     Convergente     2.4300            416.25              272.98                0.8877
288     Convergente     2.4350            417.15              273.74                0.8874
289     Convergente     2.4400            418.05              274.50                0.8871
290     Convergente     2.4450            418.96              275.26                0.8868
291     Convergente     2.4500            419.86              276.02                0.8865
292     Convergente     2.4550            420.76              276.78                0.8862
293     Convergente     2.4600            421.67              277.55                0.8860
294     Convergente     2.4650            422.57              278.31                0.8857
295     Convergente     2.4700            423.47              279.08                0.8854
296     Convergente     2.4750            424.38              279.84                0.8851
297     Convergente     2.4800            425.28              280.61                0.8848
298     Convergente     2.4850            426.19              281.38                0.8845
299     Convergente     2.4900            427.09              282.15                0.8842
300     Convergente     2.4950            428.00              282.92                0.8839
301     Convergente     2.5000            428.90              283.69                0.8836
302     Convergente     2.5050            429.81              284.46                0.8833
303     Convergente     2.5100            430.71              285.23                0.8831
304     Convergente     2.5150            431.62              286.01                0.8828
305     Convergente     2.5200            432.53              286.78                0.8825
306     Convergente     2.5250            433.43              287.56                0.8822
307     Convergente     2.5300            434.34              288.33                0.8819
308     Convergente     2.5350            435.25              289.11                0.8816
309     Convergente     2.5400            436.15              289.89                0.8813
310     Convergente     2.5450            437.06              290.67                0.8810
311     Convergente     2.5500            437.97              291.45                0.8807
312     Convergente     2.5550            438.88              292.23                0.8804
313     Convergente     2.5600            439.79              293.01                0.8801
314     Convergente     2.5650            440.69              293.79                0.8798
315     Convergente     2.5700            441.60              294.58                0.8795
316     Convergente     2.5750            442.51              295.36                0.8792
317     Convergente     2.5800            443.42              296.15                0.8789
318     Convergente     2.5850            444.33              296.93                0.8786
319     Convergente     2.5900            445.24              297.72                0.8784
320     Convergente     2.5950            446.15              298.51                0.8781
321     Convergente     2.6000            447.06              299.30                0.8778
322     Convergente     2.6050            447.97              300.09                0.8775
323     Convergente     2.6100            448.88              300.88                0.8772
324     Convergente     2.6150            449.80              301.67                0.8769
325     Convergente     2.6200            450.71              302.47                0.8766
326     Convergente     2.6250            451.62              303.26                0.8763
327     Convergente     2.6300            452.53              304.06                0.8760
328     Convergente     2.6350            453.44              304.85                0.8757
329     Convergente     2.6400            454.36              305.65                0.8754
330     Convergente     2.6450            455.27              306.45                0.8751
331     Convergente     2.6500            456.18              307.24                0.8748
332     Convergente     2.6550            457.10              308.04                0.8745
333     Convergente     2.6600            458.01              308.85                0.8742
334     Convergente     2.6650            458.92              309.65                0.8739
335     Convergente     2.6700            459.84              310.45                0.8736
336     Convergente     2.6750            460.75              311.25                0.8733
337     Convergente     2.6800            461.67              312.06                0.8730
338     Convergente     2.6850            462.58              312.86                0.8727
339     Convergente     2.6900            463.50              313.67                0.8724
340     Convergente     2.6950            464.41              314.48                0.8721
341     Convergente     2.7000            465.33              315.29                0.8718
342     Convergente     2.7050            466.25              316.10                0.8715
343     Convergente     2.7100            467.16              316.91                0.8711
344     Convergente     2.7150            468.08              317.72                0.8708
345     Convergente     2.7200            469.00              318.53                0.8705
346     Convergente     2.7250            469.91              319.35                0.8702
347     Convergente     2.7300            470.83              320.16                0.8699
348     Convergente     2.7350            471.75              320.98                0.8696
349     Convergente     2.7400            472.67              321.79                0.8693
350     Convergente     2.7450            473.59              322.61                0.8690
351     Convergente     2.7500            474.50              323.43                0.8687
352     Convergente     2.7550            475.42              324.25                0.8684
353     Convergente     2.7600            476.34              325.07                0.8681
354     Convergente     2.7650            477.26              325.89                0.8678
355     Convergente     2.7700            478.18              326.71                0.8675
356     Convergente     2.7750            479.10              327.54                0.8672
357     Convergente     2.7800            480.02              328.36                0.8669
358     Convergente     2.7850            480.94              329.19                0.8666
359     Convergente     2.7900            481.86              330.02                0.8662
360     Convergente     2.7950            482.79              330.84                0.8659
361     Convergente     2.8000            483.71              331.67                0.8656
362     Convergente     2.8050            484.63              332.50                0.8653
363     Convergente     2.8100            485.55              333.33                0.8650
364     Convergente     2.8150            486.47              334.17                0.8647
365     Convergente     2.8200            487.40              335.00                0.8644
366     Convergente     2.8250            488.32              335.83                0.8641
367     Convergente     2.8300            489.24              336.67                0.8638
368     Convergente     2.8350            490.17              337.51                0.8634
369     Convergente     2.8400            491.09              338.34                0.8631
370     Convergente     2.8450            492.02              339.18                0.8628
371     Convergente     2.8500            492.94              340.02                0.8625
372     Convergente     2.8550            493.87              340.86                0.8622
373     Convergente     2.8600            494.79              341.70                0.8619
374     Convergente     2.8650            495.72              342.55                0.8616
375     Convergente     2.8700            496.64              343.39                0.8613
376     Convergente     2.8750            497.57              344.23                0.8609
377     Convergente     2.8800            498.49              345.08                0.8606
378     Convergente     2.8850            499.42              345.93                0.8603
379     Convergente     2.8900            500.35              346.77                0.8600
380     Convergente     2.8950            501.28              347.62                0.8597
381     Convergente     2.9000            502.20              348.47                0.8594
382     Convergente     2.9050            503.13              349.33                0.8590
383     Convergente     2.9100            504.06              350.18                0.8587
384     Convergente     2.9150            504.99              351.03                0.8584
385     Convergente     2.9200            505.92              351.89                0.8581
386     Convergente     2.9250            506.85              352.74                0.8578
387     Convergente     2.9300            507.78              353.60                0.8575
388     Convergente     2.9350            508.71              354.46                0.8571
389     Convergente     2.9400            509.64              355.32                0.8568
390     Convergente     2.9450            510.57              356.18                0.8565
391     Convergente     2.9500            511.50              357.04                0.8562
392     Convergente     2.9550            512.43              357.90                0.8559
393     Convergente     2.9600            513.36              358.76                0.8555
394     Convergente     2.9650            514.29              359.63                0.8552
395     Convergente     2.9700            515.22              360.49                0.8549
396     Convergente     2.9750            516.15              361.36                0.8546
397     Convergente     2.9800            517.09              362.23                0.8542
398     Convergente     2.9850            518.02              363.10                0.8539
399     Convergente     2.9900            518.95              363.97                0.8536
400     Convergente     2.9950            519.89              364.84                0.8533
401     Convergente     3.0000            520.82              365.71                0.8530
402     Convergente     3.0050            521.76              366.59                0.8526
403     Convergente     3.0100            522.69              367.46                0.8523
404     Convergente     3.0150            523.62              368.34                0.8520
405     Convergente     3.0200            524.56              369.21                0.8517
406     Convergente     3.0250            525.50              370.09                0.8513
407     Convergente     3.0300            526.43              370.97                0.8510
408     Convergente     3.0350            527.37              371.85                0.8507
409     Convergente     3.0400            528.30              372.74                0.8503
410     Convergente     3.0450            529.24              373.62                0.8500
411     Convergente     3.0500            530.18              374.50                0.8497
412     Convergente     3.0550            531.12              375.39                0.8494
413     Convergente     3.0600            532.05              376.27                0.8490
414     Convergente     3.0650            532.99              377.16                0.8487
415     Convergente     3.0700            533.93              378.05                0.8484
416     Convergente     3.0750            534.87              378.94                0.8480
417     Convergente     3.0800            535.81              379.83                0.8477
418     Convergente     3.0850            536.75              380.73                0.8474
419     Convergente     3.0900            537.69              381.62                0.8471
420     Convergente     3.0950            538.63              382.51                0.8467
421     Convergente     3.1000            539.57              383.41                0.8464
422     Convergente     3.1050            540.51              384.31                0.8461
423     Convergente     3.1100            541.45              385.21                0.8457
424     Convergente     3.1150            542.39              386.11                0.8454
425     Convergente     3.1200            543.33              387.01                0.8451
426     Convergente     3.1250            544.28              387.91                0.8447
427     Convergente     3.1300            545.22              388.81                0.8444
428     Convergente     3.1350            546.16              389.72                0.8441
429     Convergente     3.1400            547.11              390.62                0.8437
430     Convergente     3.1450            548.05              391.53                0.8434
431     Convergente     3.1500            548.99              392.44                0.8431
432     Convergente     3.1550            549.94              393.35                0.8427
433     Convergente     3.1600            550.88              394.26                0.8424
434     Convergente     3.1650            551.83              395.17                0.8420
435     Convergente     3.1700            552.77              396.09                0.8417
436     Convergente     3.1750            553.72              397.00                0.8414
437     Convergente     3.1800            554.67              397.92                0.8410
438     Convergente     3.1850            555.61              398.84                0.8407
439     Convergente     3.1900            556.56              399.75                0.8403
440     Convergente     3.1950            557.51              400.67                0.8400
441     Convergente     3.2000            558.45              401.60                0.8397
442     Convergente     3.2050            559.40              402.52                0.8393
443     Convergente     3.2100            560.35              403.44                0.8390
444     Convergente     3.2150            561.30              404.37                0.8386
445     Convergente     3.2200            562.25              405.29                0.8383
446     Convergente     3.2250            563.20              406.22                0.8380
447     Convergente     3.2300            564.15              407.15                0.8376
448     Convergente     3.2350            565.10              408.08                0.8373
449     Convergente     3.2400            566.05              409.01                0.8369
450     Convergente     3.2450            567.00              409.94                0.8366
451     Convergente     3.2500            567.95              410.88                0.8362
452     Convergente     3.2550            568.90              411.81                0.8359
453     Convergente     3.2600            569.85              412.75                0.8356
454     Convergente     3.2650            570.81              413.69                0.8352
455     Convergente     3.2700            571.76              414.63                0.8349
456     Convergente     3.2750            572.71              415.57                0.8345
457     Convergente     3.2800            573.66              416.51                0.8342
458     Convergente     3.2850            574.62              417.46                0.8338
459     Convergente     3.2900            575.57              418.40                0.8335
460     Convergente     3.2950            576.53              419.35                0.8331
461     Convergente     3.3000            577.48              420.29                0.8328
462     Convergente     3.3050            578.44              421.24                0.8324
463     Convergente     3.3100            579.39              422.19                0.8321
464     Convergente     3.3150            580.35              423.14                0.8317
465     Convergente     3.3200            581.31              424.10                0.8314
466     Convergente     3.3250            582.26              425.05                0.8310
467     Convergente     3.3300            583.22              426.01                0.8307
468     Convergente     3.3350            584.18              426.97                0.8303
469     Convergente     3.3400            585.14              427.92                0.8300
470     Convergente     3.3450            586.10              428.88                0.8296
471     Convergente     3.3500            587.05              429.85                0.8293
472     Convergente     3.3550            588.01              430.81                0.8289
473     Convergente     3.3600            588.97              431.77                0.8285
474     Convergente     3.3650            589.93              432.74                0.8282
475     Convergente     3.3700            590.89              433.71                0.8278
476     Convergente     3.3750            591.86              434.67                0.8275
477     Convergente     3.3800            592.82              435.64                0.8271
478     Convergente     3.3850            593.78              436.61                0.8268
479     Convergente     3.3900            594.74              437.59                0.8264
480     Convergente     3.3950            595.70              438.56                0.8261
481     Convergente     3.4000            596.67              439.54                0.8257
482     Convergente     3.4050            597.63              440.51                0.8253
483     Convergente     3.4100            598.59              441.49                0.8250
484     Convergente     3.4150            599.56              442.47                0.8246
485     Convergente     3.4200            600.52              443.45                0.8243
486     Convergente     3.4250            601.49              444.44                0.8239
487     Convergente     3.4300            602.45              445.42                0.8235
488     Convergente     3.4350            603.42              446.41                0.8232
489     Convergente     3.4400            604.38              447.40                0.8228
490     Convergente     3.4450            605.35              448.38                0.8224
491     Convergente     3.4500            606.32              449.37                0.8221
492     Convergente     3.4550            607.29              450.37                0.8217
493     Convergente     3.4600            608.25              451.36                0.8213
494     Convergente     3.4650            609.22              452.36                0.8210
495     Convergente     3.4700            610.19              453.35                0.8206
496     Convergente     3.4750            611.16              454.35                0.8203
497     Convergente     3.4800            612.13              455.35                0.8199
498     Convergente     3.4850            613.10              456.35                0.8195
499     Convergente     3.4900            614.07              457.35                0.8191
500     Convergente     3.4950            615.04              458.36                0.8188
501     Convergente     3.5000            616.01              459.36                0.8184
502     Convergente     3.5050            616.98              460.37                0.8180
503     Convergente     3.5100            617.96              461.38                0.8177
504     Convergente     3.5150            618.93              462.39                0.8173
505     Convergente     3.5200            619.90              463.40                0.8169
506     Convergente     3.5250            620.88              464.41                0.8166
507     Convergente     3.5300            621.85              465.43                0.8162
508     Convergente     3.5350            622.82              466.44                0.8158
509     Convergente     3.5400            623.80              467.46                0.8154
510     Convergente     3.5450            624.77              468.48                0.8151
511     Convergente     3.5500            625.75              469.50                0.8147
512     Convergente     3.5550            626.73              470.53                0.8143
513     Convergente     3.5600            627.70              471.55                0.8139
514     Convergente     3.5650            628.68              472.58                0.8136
515     Convergente     3.5700            629.66              473.61                0.8132
516     Convergente     3.5750            630.64              474.63                0.8128
517     Convergente     3.5800            631.61              475.67                0.8124
518     Convergente     3.5850            632.59              476.70                0.8121
519     Convergente     3.5900            633.57              477.73                0.8117
520     Convergente     3.5950            634.55              478.77                0.8113
521     Convergente     3.6000            635.53              479.81                0.8109
522     Convergente     3.6050            636.51              480.85                0.8105
523     Convergente     3.6100            637.50              481.89                0.8102
524     Convergente     3.6150            638.48              482.93                0.8098
525     Convergente     3.6200            639.46              483.97                0.8094
526     Convergente     3.6250            640.44              485.02                0.8090
527     Convergente     3.6300            641.43              486.07                0.8086
528     Convergente     3.6350            642.41              487.12                0.8082
529     Convergente     3.6400            643.39              488.17                0.8079
530     Convergente     3.6450            644.38              489.22                0.8075
531     Convergente     3.6500            645.36              490.27                0.8071
532     Convergente     3.6550            646.35              491.33                0.8067
533     Convergente     3.6600            647.34              492.39                0.8063
534     Convergente     3.6650            648.32              493.45                0.8059
535     Convergente     3.6700            649.31              494.51                0.8055
536     Convergente     3.6750            650.30              495.57                0.8051
537     Convergente     3.6800            651.28              496.64                0.8048
538     Convergente     3.6850            652.27              497.70                0.8044
539     Convergente     3.6900            653.26              498.77                0.8040
540     Convergente     3.6950            654.25              499.84                0.8036
541     Convergente     3.7000            655.24              500.91                0.8032
542     Convergente     3.7050            656.23              501.99                0.8028
543     Convergente     3.7100            657.22              503.06                0.8024
544     Convergente     3.7150            658.22              504.14                0.8020
