
====================================================================================================
RELATORIO DE EXECUCAO DO FLUXO DE POTENCIA CONTINUADO (CONVERGENCIA)
SISTEMA: IEEE 118 BARRAS
DATA: 20/11/2025 19:20:51
====================================================================================================

NUM.    STATUS          PASSO (LAMBDA)    CARGA TOTAL (MW)    CARGA TOTAL (Mvar)    TENSAO MIN (PU)
152     Convergente     1.3020            4977.06             1123.65               0.9377
153     Convergente     1.3040            4985.07             1127.09               0.9376
154     Convergente     1.3060            4993.08             1130.54               0.9375
155     Convergente     1.3080            5001.09             1134.07               0.9375
156     Convergente     1.3100            5009.10             1137.64               0.9374
157     Convergente     1.3120            5017.11             1141.21               0.9374
158     Convergente     1.3140            5025.13             1144.78               0.9373
159     Convergente     1.3160            5033.15             1148.42               0.9373
160     Convergente     1.3180            5041.16             1152.14               0.9372
161     Convergente     1.3200            5049.18             1155.86               0.9372
162     Convergente     1.3220            5057.20             1159.59               0.9371
163     Convergente     1.3240            5065.23             1163.32               0.9370
164     Convergente     1.3260            5073.25             1167.06               0.9370
165     Convergente     1.3280            5081.27             1170.80               0.9369
166     Convergente     1.3300            5089.30             1174.55               0.9369
167     Convergente     1.3320            5097.33             1178.30               0.9368
168     Convergente     1.3340            5105.36             1182.06               0.9368
169     Convergente     1.3360            5113.39             1185.82               0.9367
170     Convergente     1.3380            5121.42             1189.59               0.9366
171     Convergente     1.3400            5129.45             1193.36               0.9366
172     Convergente     1.3420            5137.49             1197.14               0.9365
173     Convergente     1.3440            5145.52             1200.92               0.9365
174     Convergente     1.3460            5153.56             1204.71               0.9364
175     Convergente     1.3480            5161.60             1208.50               0.9364
176     Convergente     1.3500            5169.64             1212.30               0.9363
177     Convergente     1.3520            5177.68             1216.10               0.9362
178     Convergente     1.3540            5185.72             1219.91               0.9362
179     Convergente     1.3560            5193.77             1223.72               0.9361
180     Convergente     1.3580            5201.81             1227.54               0.9361
181     Convergente     1.3600            5209.86             1231.36               0.9360
182     Convergente     1.3620            5217.91             1235.19               0.9360
183     Convergente     1.3640            5225.96             1239.02               0.9359
184     Convergente     1.3660            5234.01             1242.91               0.9358
185     Convergente     1.3680            5242.06             1246.88               0.9358
186     Convergente     1.3700            5250.12             1250.87               0.9357
187     Convergente     1.3720            5258.17             1254.85               0.9357
188     Convergente     1.3740            5266.23             1258.85               0.9356
189     Convergente     1.3760            5274.29             1262.85               0.9356
190     Convergente     1.3780            5282.35             1266.85               0.9355
191     Convergente     1.3800            5290.41             1270.86               0.9354
192     Convergente     1.3820            5298.47             1274.91               0.9354
193     Convergente     1.3840            5306.54             1279.00               0.9353
194     Convergente     1.3860            5314.60             1283.09               0.9353
195     Convergente     1.3880            5322.67             1287.19               0.9352
196     Convergente     1.3900            5330.74             1291.29               0.9352
197     Convergente     1.3920            5338.81             1295.40               0.9351
198     Convergente     1.3940            5346.88             1299.52               0.9350
199     Convergente     1.3960            5354.95             1303.64               0.9350
200     Convergente     1.3980            5363.02             1307.76               0.9349
201     Convergente     1.4000            5371.10             1311.98               0.9349
202     Convergente     1.4020            5379.18             1316.23               0.9348
203     Convergente     1.4040            5387.25             1320.49               0.9348
204     Convergente     1.4060            5395.33             1324.75               0.9347
205     Convergente     1.4080            5403.42             1329.02               0.9346
206     Convergente     1.4100            5411.50             1333.30               0.9346
207     Convergente     1.4120            5419.58             1337.58               0.9345
208     Convergente     1.4140            5427.67             1341.89               0.9345
209     Convergente     1.4160            5435.75             1346.26               0.9344
210     Convergente     1.4180            5443.84             1350.78               0.9344
211     Convergente     1.4200            5451.93             1355.29               0.9343
212     Convergente     1.4220            5460.02             1359.82               0.9342
213     Convergente     1.4240            5468.12             1364.35               0.9342
214     Convergente     1.4260            5476.21             1368.89               0.9341
215     Convergente     1.4280            5484.31             1373.43               0.9341
216     Convergente     1.4300            5492.40             1377.97               0.9340
217     Convergente     1.4320            5500.50             1382.53               0.9340
218     Convergente     1.4340            5508.60             1387.09               0.9339
219     Convergente     1.4360            5516.70             1391.65               0.9338
220     Convergente     1.4380            5524.81             1396.22               0.9338
221     Convergente     1.4400            5532.91             1400.80               0.9337
222     Convergente     1.4420            5541.02             1405.38               0.9337
223     Convergente     1.4440            5549.12             1409.97               0.9336
224     Convergente     1.4460            5557.23             1414.56               0.9336
225     Convergente     1.4480            5565.34             1419.16               0.9335
226     Convergente     1.4500            5573.45             1423.77               0.9334
227     Convergente     1.4520            5581.57             1428.38               0.9334
228     Convergente     1.4540            5589.68             1433.00               0.9333
229     Convergente     1.4560            5597.80             1437.62               0.9333
230     Convergente     1.4580            5605.91             1442.25               0.9332
231     Convergente     1.4600            5614.03             1447.01               0.9332
232     Convergente     1.4620            5622.15             1451.94               0.9331
233     Convergente     1.4640            5630.27             1456.87               0.9330
234     Convergente     1.4660            5638.40             1461.80               0.9330
235     Convergente     1.4680            5646.52             1466.74               0.9329
236     Convergente     1.4700            5654.65             1471.69               0.9329
237     Convergente     1.4720            5662.78             1476.65               0.9328
238     Convergente     1.4740            5670.90             1481.61               0.9327
239     Convergente     1.4760            5679.04             1486.58               0.9327
240     Convergente     1.4780            5687.17             1491.55               0.9326
241     Convergente     1.4800            5695.30             1496.53               0.9326
242     Convergente     1.4820            5703.44             1501.52               0.9325
243     Convergente     1.4840            5711.57             1506.52               0.9325
244     Convergente     1.4860            5719.71             1511.52               0.9324
245     Convergente     1.4880            5727.85             1516.52               0.9323
246     Convergente     1.4900            5735.99             1521.54               0.9323
247     Convergente     1.4920            5744.13             1526.56               0.9322
248     Convergente     1.4940            5752.28             1531.58               0.9322
249     Convergente     1.4960            5760.42             1536.62               0.9321
250     Convergente     1.4980            5768.57             1541.66               0.9321
251     Convergente     1.5000            5776.72             1546.70               0.9320
252     Convergente     1.5020            5784.87             1551.75               0.9319
253     Convergente     1.5040            5793.02             1556.81               0.9319
254     Convergente     1.5060            5801.17             1561.88               0.9318
255     Convergente     1.5080            5809.33             1566.95               0.9318
256     Convergente     1.5100            5817.48             1572.03               0.9317
257     Convergente     1.5120            5825.64             1577.12               0.9316
258     Convergente     1.5140            5833.80             1582.21               0.9316
259     Convergente     1.5160            5841.96             1587.35               0.9315
260     Convergente     1.5180            5850.12             1592.53               0.9315
261     Convergente     1.5200            5858.29             1597.71               0.9314
262     Convergente     1.5220            5866.45             1602.90               0.9314
263     Convergente     1.5240            5874.62             1608.09               0.9313
264     Convergente     1.5260            5882.78             1613.29               0.9312
265     Convergente     1.5280            5890.95             1618.50               0.9312
266     Convergente     1.5300            5899.13             1623.72               0.9311
267     Convergente     1.5320            5907.30             1629.04               0.9311
268     Convergente     1.5340            5915.47             1634.39               0.9310
269     Convergente     1.5360            5923.65             1639.74               0.9309
270     Convergente     1.5380            5931.82             1645.09               0.9309
271     Convergente     1.5400            5940.00             1650.46               0.9308
272     Convergente     1.5420            5948.18             1655.83               0.9308
273     Convergente     1.5440            5956.37             1661.20               0.9307
274     Convergente     1.5460            5964.55             1666.59               0.9307
275     Convergente     1.5480            5972.73             1672.08               0.9306
276     Convergente     1.5500            5980.92             1677.58               0.9305
277     Convergente     1.5520            5989.11             1683.09               0.9305
278     Convergente     1.5540            5997.30             1688.61               0.9304
279     Convergente     1.5560            6005.49             1694.13               0.9304
280     Convergente     1.5580            6013.68             1699.66               0.9303
281     Convergente     1.5600            6021.87             1705.20               0.9302
282     Convergente     1.5620            6030.07             1710.74               0.9302
283     Convergente     1.5640            6038.27             1716.29               0.9301
284     Convergente     1.5660            6046.46             1721.85               0.9301
285     Convergente     1.5680            6054.67             1727.41               0.9300
286     Convergente     1.5700            6062.87             1732.98               0.9300
287     Convergente     1.5720            6071.07             1738.56               0.9299
288     Convergente     1.5740            6079.27             1744.15               0.9298
289     Convergente     1.5760            6087.48             1749.84               0.9298
290     Convergente     1.5780            6095.69             1755.55               0.9297
291     Convergente     1.5800            6103.90             1761.27               0.9297
292     Convergente     1.5820            6112.11             1767.00               0.9296
293     Convergente     1.5840            6120.32             1772.74               0.9295
294     Convergente     1.5860            6128.54             1778.48               0.9295
295     Convergente     1.5880            6136.75             1784.23               0.9294
296     Convergente     1.5900            6144.97             1789.99               0.9294
297     Convergente     1.5920            6153.19             1795.76               0.9293
298     Convergente     1.5940            6161.41             1801.53               0.9293
299     Convergente     1.5960            6169.63             1807.31               0.9292
300     Convergente     1.5980            6177.85             1813.10               0.9291
301     Convergente     1.6000            6186.08             1818.89               0.9291
302     Convergente     1.6020            6194.31             1824.69               0.9290
303     Convergente     1.6040            6202.53             1830.50               0.9290
304     Convergente     1.6060            6210.76             1836.32               0.9289
305     Convergente     1.6080            6219.00             1842.14               0.9288
306     Convergente     1.6100            6227.23             1847.97               0.9288
307     Convergente     1.6120            6235.46             1853.80               0.9287
308     Convergente     1.6140            6243.70             1859.65               0.9287
309     Convergente     1.6160            6251.94             1865.50               0.9286
310     Convergente     1.6180            6260.18             1871.36               0.9285
311     Convergente     1.6200            6268.42             1877.23               0.9285
312     Convergente     1.6220            6276.66             1883.10               0.9284
313     Convergente     1.6240            6284.90             1888.98               0.9284
314     Convergente     1.6260            6293.15             1894.87               0.9283
315     Convergente     1.6280            6301.40             1900.76               0.9282
316     Convergente     1.6300            6309.65             1906.66               0.9282
317     Convergente     1.6320            6317.90             1912.57               0.9281
318     Convergente     1.6340            6326.15             1918.49               0.9281
319     Convergente     1.6360            6334.40             1924.41               0.9280
320     Convergente     1.6380            6342.66             1930.35               0.9280
321     Convergente     1.6400            6350.91             1936.28               0.9279
322     Convergente     1.6420            6359.17             1942.23               0.9278
323     Convergente     1.6440            6367.43             1948.18               0.9278
324     Convergente     1.6460            6375.69             1954.14               0.9277
325     Convergente     1.6480            6383.96             1960.11               0.9277
326     Convergente     1.6500            6392.22             1966.09               0.9276
327     Convergente     1.6520            6400.49             1972.07               0.9275
328     Convergente     1.6540            6408.76             1978.06               0.9275
329     Convergente     1.6560            6417.03             1984.06               0.9274
330     Convergente     1.6580            6425.30             1990.06               0.9274
331     Convergente     1.6600            6433.57             1996.08               0.9273
332     Convergente     1.6620            6441.85             2002.10               0.9272
333     Convergente     1.6640            6450.12             2008.12               0.9272
334     Convergente     1.6660            6458.40             2014.16               0.9271
335     Convergente     1.6680            6466.68             2020.20               0.9271
336     Convergente     1.6700            6474.96             2026.25               0.9270
337     Convergente     1.6720            6483.24             2032.31               0.9269
338     Convergente     1.6740            6491.53             2038.37               0.9269
339     Convergente     1.6760            6499.81             2044.44               0.9268
340     Convergente     1.6780            6508.10             2050.52               0.9268
341     Convergente     1.6800            6516.39             2056.61               0.9267
342     Convergente     1.6820            6524.68             2062.70               0.9266
343     Convergente     1.6840            6532.98             2068.86               0.9266
344     Convergente     1.6860            6541.27             2075.11               0.9265
345     Convergente     1.6880            6549.57             2081.36               0.9265
346     Convergente     1.6900            6557.86             2087.62               0.9264
347     Convergente     1.6920            6566.16             2093.89               0.9263
348     Convergente     1.6940            6574.46             2100.17               0.9263
349     Convergente     1.6960            6582.77             2106.45               0.9262
350     Convergente     1.6980            6591.07             2112.75               0.9261
351     Convergente     1.7000            6599.38             2119.05               0.9260
352     Convergente     1.7020            6607.68             2125.36               0.9259
353     Convergente     1.7040            6615.99             2131.67               0.9258
354     Convergente     1.7060            6624.30             2138.00               0.9257
355     Convergente     1.7080            6632.62             2144.33               0.9255
356     Convergente     1.7100            6640.93             2150.67               0.9254
357     Convergente     1.7120            6649.25             2157.01               0.9253
358     Convergente     1.7140            6657.57             2163.37               0.9252
359     Convergente     1.7160            6665.88             2169.73               0.9251
360     Convergente     1.7180            6674.21             2176.10               0.9250
361     Convergente     1.7200            6682.53             2182.48               0.9249
362     Convergente     1.7220            6690.85             2188.87               0.9248
363     Convergente     1.7240            6699.18             2195.26               0.9247
364     Convergente     1.7260            6707.51             2201.66               0.9246
365     Convergente     1.7280            6715.84             2208.07               0.9245
366     Convergente     1.7300            6724.17             2214.49               0.9244
367     Convergente     1.7320            6732.50             2220.91               0.9243
368     Convergente     1.7340            6740.83             2227.35               0.9241
369     Convergente     1.7360            6749.17             2233.79               0.9240
370     Convergente     1.7380            6757.51             2240.24               0.9239
371     Convergente     1.7400            6765.85             2246.69               0.9238
372     Convergente     1.7420            6774.19             2253.16               0.9237
373     Convergente     1.7440            6782.53             2259.63               0.9236
374     Convergente     1.7460            6790.88             2266.13               0.9235
375     Convergente     1.7480            6799.22             2272.76               0.9234
376     Convergente     1.7500            6807.57             2279.39               0.9233
377     Convergente     1.7520            6815.92             2286.03               0.9232
378     Convergente     1.7540            6824.27             2292.67               0.9231
379     Convergente     1.7560            6832.63             2299.33               0.9229
380     Convergente     1.7580            6840.98             2305.99               0.9228
381     Convergente     1.7600            6849.34             2312.67               0.9227
382     Convergente     1.7620            6857.70             2319.35               0.9226
383     Convergente     1.7640            6866.06             2326.04               0.9225
384     Convergente     1.7660            6874.42             2332.73               0.9224
385     Convergente     1.7680            6882.78             2339.44               0.9223
386     Convergente     1.7700            6891.15             2346.15               0.9222
387     Convergente     1.7720            6899.51             2352.87               0.9221
388     Convergente     1.7740            6907.88             2359.60               0.9219
389     Convergente     1.7760            6916.25             2366.34               0.9218
390     Convergente     1.7780            6924.63             2373.09               0.9217
391     Convergente     1.7800            6933.00             2379.84               0.9216
392     Convergente     1.7820            6941.38             2386.61               0.9215
393     Convergente     1.7840            6949.75             2393.38               0.9214
394     Convergente     1.7860            6958.13             2400.16               0.9213
395     Convergente     1.7880            6966.51             2407.00               0.9212
396     Convergente     1.7900            6974.90             2413.88               0.9211
397     Convergente     1.7920            6983.28             2420.77               0.9209
398     Convergente     1.7940            6991.67             2427.67               0.9208
399     Convergente     1.7960            7000.06             2434.57               0.9207
400     Convergente     1.7980            7008.45             2441.49               0.9206
401     Convergente     1.8000            7016.84             2448.41               0.9205
402     Convergente     1.8020            7025.23             2455.34               0.9204
403     Convergente     1.8040            7033.63             2462.28               0.9203
404     Convergente     1.8060            7042.02             2469.22               0.9202
405     Convergente     1.8080            7050.42             2476.18               0.9200
406     Convergente     1.8100            7058.82             2483.14               0.9199
407     Convergente     1.8120            7067.22             2490.12               0.9198
408     Convergente     1.8140            7075.63             2497.10               0.9197
409     Convergente     1.8160            7084.03             2504.09               0.9196
410     Convergente     1.8180            7092.44             2511.09               0.9195
411     Convergente     1.8200            7100.85             2518.09               0.9194
412     Convergente     1.8220            7109.26             2525.11               0.9192
413     Convergente     1.8240            7117.68             2532.13               0.9191
414     Convergente     1.8260            7126.09             2539.16               0.9190
415     Convergente     1.8280            7134.51             2546.21               0.9189
416     Convergente     1.8300            7142.93             2553.26               0.9188
417     Convergente     1.8320            7151.35             2560.31               0.9187
418     Convergente     1.8340            7159.77             2567.38               0.9186
419     Convergente     1.8360            7168.19             2574.50               0.9184
420     Convergente     1.8380            7176.62             2581.63               0.9183
421     Convergente     1.8400            7185.04             2588.77               0.9182
422     Convergente     1.8420            7193.47             2595.92               0.9181
423     Convergente     1.8440            7201.90             2603.07               0.9180
424     Convergente     1.8460            7210.34             2610.24               0.9179
425     Convergente     1.8480            7218.77             2617.41               0.9178
426     Convergente     1.8500            7227.21             2624.59               0.9176
427     Convergente     1.8520            7235.65             2631.78               0.9175
428     Convergente     1.8540            7244.09             2638.98               0.9174
429     Convergente     1.8560            7252.53             2646.19               0.9173
430     Convergente     1.8580            7260.97             2653.41               0.9172
431     Convergente     1.8600            7269.42             2660.64               0.9171
432     Convergente     1.8620            7277.87             2667.87               0.9170
433     Convergente     1.8640            7286.32             2675.11               0.9168
434     Convergente     1.8660            7294.77             2682.37               0.9167
435     Convergente     1.8680            7303.22             2689.63               0.9166
436     Convergente     1.8700            7311.67             2696.90               0.9165
437     Convergente     1.8720            7320.13             2704.18               0.9164
438     Convergente     1.8740            7328.59             2711.47               0.9163
439     Convergente     1.8760            7337.05             2718.76               0.9161
440     Convergente     1.8780            7345.51             2726.07               0.9160
441     Convergente     1.8800            7353.98             2733.38               0.9159
442     Convergente     1.8820            7362.44             2740.71               0.9158
443     Convergente     1.8840            7370.91             2748.04               0.9157
444     Convergente     1.8860            7379.38             2755.38               0.9155
445     Convergente     1.8880            7387.85             2762.73               0.9154
446     Convergente     1.8900            7396.33             2770.09               0.9153
447     Convergente     1.8920            7404.80             2777.46               0.9152
448     Convergente     1.8940            7413.28             2784.84               0.9151
449     Convergente     1.8960            7421.76             2792.23               0.9150
450     Convergente     1.8980            7430.24             2799.62               0.9148
451     Convergente     1.9000            7438.72             2807.03               0.9147
452     Convergente     1.9020            7447.21             2814.44               0.9146
453     Convergente     1.9040            7455.69             2821.86               0.9145
454     Convergente     1.9060            7464.18             2829.29               0.9144
455     Convergente     1.9080            7472.67             2836.74               0.9142
456     Convergente     1.9100            7481.16             2844.19               0.9141
457     Convergente     1.9120            7489.66             2851.65               0.9140
458     Convergente     1.9140            7498.15             2859.11               0.9139
459     Convergente     1.9160            7506.65             2866.59               0.9138
460     Convergente     1.9180            7515.15             2874.08               0.9137
461     Convergente     1.9200            7523.65             2881.57               0.9135
462     Convergente     1.9220            7532.16             2889.08               0.9134
463     Convergente     1.9240            7540.66             2896.59               0.9133
464     Convergente     1.9260            7549.17             2904.12               0.9132
465     Convergente     1.9280            7557.68             2911.65               0.9131
466     Convergente     1.9300            7566.19             2919.19               0.9129
467     Convergente     1.9320            7574.71             2926.74               0.9128
468     Convergente     1.9340            7583.22             2934.30               0.9127
469     Convergente     1.9360            7591.74             2941.87               0.9126
470     Convergente     1.9380            7600.26             2949.51               0.9124
471     Convergente     1.9400            7608.78             2957.17               0.9123
472     Convergente     1.9420            7617.30             2964.83               0.9122
473     Convergente     1.9440            7625.83             2972.56               0.9121
474     Convergente     1.9460            7634.36             2980.30               0.9120
475     Convergente     1.9480            7642.88             2988.06               0.9118
476     Convergente     1.9500            7651.42             2995.82               0.9117
477     Convergente     1.9520            7659.95             3003.59               0.9116
478     Convergente     1.9540            7668.48             3011.37               0.9115
479     Convergente     1.9560            7677.02             3019.17               0.9114
480     Convergente     1.9580            7685.56             3026.97               0.9112
481     Convergente     1.9600            7694.10             3034.78               0.9111
482     Convergente     1.9620            7702.64             3042.60               0.9110
483     Convergente     1.9640            7711.19             3050.43               0.9109
484     Convergente     1.9660            7719.73             3058.27               0.9107
485     Convergente     1.9680            7728.28             3066.12               0.9106
486     Convergente     1.9700            7736.83             3073.98               0.9105
487     Convergente     1.9720            7745.39             3081.85               0.9104
488     Convergente     1.9740            7753.94             3089.73               0.9103
489     Convergente     1.9760            7762.50             3097.62               0.9101
490     Convergente     1.9780            7771.06             3105.52               0.9100
491     Convergente     1.9800            7779.62             3113.42               0.9099
492     Convergente     1.9820            7788.18             3121.43               0.9098
493     Convergente     1.9840            7796.74             3129.45               0.9096
494     Convergente     1.9860            7805.31             3137.48               0.9095
495     Convergente     1.9880            7813.88             3145.52               0.9094
496     Convergente     1.9900            7822.45             3153.57               0.9093
497     Convergente     1.9920            7831.02             3161.67               0.9091
498     Convergente     1.9940            7839.60             3169.84               0.9090
499     Convergente     1.9960            7848.17             3178.01               0.9089
500     Convergente     1.9980            7856.75             3186.20               0.9088
501     Convergente     2.0000            7865.33             3194.39               0.9086
502     Convergente     2.0020            7873.92             3202.60               0.9085
503     Convergente     2.0040            7882.50             3210.82               0.9084
504     Convergente     2.0060            7891.09             3219.04               0.9083
505     Convergente     2.0080            7899.68             3227.28               0.9081
506     Convergente     2.0100            7908.27             3235.53               0.9080
507     Convergente     2.0120            7916.86             3243.78               0.9079
508     Convergente     2.0140            7925.46             3252.05               0.9078
509     Convergente     2.0160            7934.05             3260.33               0.9076
